paraphrase idx,t0_3b_acc,t0pp_acc,falcon-7b-instruct_acc,mpt-7b-instruct_acc,alpaca-7b_acc,alpaca-13b_acc,flan-t5-small_acc,flan-t5-base_acc,flan-t5-large_acc,flan-t5-xl_acc,flan-t5-xxl_acc,airoboros-13b_acc,nous-hermes-13b_acc,ultralm-13b_acc,vicuna-13b_acc,minotaur-15b_acc
67,0.41,0.49,0.5,0.48,0.19,0.14,0.19,0.54,0.48,0.58,0.54,0.46,0.63,0.29,0.39,0.31
68,0.36,0.46,0.5,0.52,0.32,0.1,0.3,0.47,0.47,0.49,0.5,0.49,0.07,0.33,0.08,0.19
69,0.17,0.52,0.28,0.06,0.0,0.04,0.01,0.5,0.31,0.37,0.47,0.13,0.53,0.15,0.21,0.36
70,0.42,0.57,0.04,0.03,0.03,0.07,0.07,0.5,0.45,0.49,0.5,0.47,0.12,0.0,0.14,0.01
71,0.36,0.51,0.05,0.09,0.05,0.01,0.03,0.46,0.45,0.47,0.56,0.33,0.04,0.0,0.01,0.02
72,0.41,0.49,0.54,0.58,0.05,0.15,0.28,0.53,0.47,0.53,0.59,0.54,0.68,0.37,0.36,0.52
73,0.37,0.47,0.55,0.51,0.26,0.01,0.2,0.48,0.5,0.47,0.49,0.51,0.25,0.29,0.38,0.4
74,0.49,0.5,0.05,0.04,0.02,0.0,0.51,0.49,0.5,0.53,0.51,0.52,0.06,0.0,0.12,0.0
75,0.15,0.44,0.33,0.07,0.0,0.03,0.45,0.59,0.5,0.54,0.6,0.17,0.24,0.12,0.0,0.0
76,0.47,0.49,0.48,0.46,0.0,0.06,0.46,0.61,0.5,0.56,0.54,0.51,0.58,0.26,0.06,0.54
77,0.39,0.44,0.1,0.01,0.04,0.19,0.42,0.47,0.47,0.49,0.51,0.18,0.02,0.0,0.01,0.0
78,0.45,0.48,0.33,0.46,0.1,0.23,0.56,0.5,0.43,0.58,0.51,0.45,0.13,0.17,0.13,0.16
79,0.02,0.12,0.0,0.05,0.0,0.0,0.01,0.09,0.07,0.33,0.47,0.0,0.02,0.0,0.0,0.01
80,0.44,0.56,0.41,0.46,0.07,0.0,0.55,0.54,0.5,0.64,0.58,0.46,0.39,0.33,0.09,0.54
81,0.42,0.54,0.09,0.35,0.01,0.07,0.05,0.14,0.18,0.58,0.52,0.11,0.2,0.09,0.04,0.28
82,0.21,0.47,0.05,0.06,0.01,0.0,0.21,0.48,0.5,0.53,0.5,0.0,0.16,0.05,0.0,0.05
83,0.49,0.61,0.05,0.48,0.04,0.0,0.38,0.52,0.44,0.51,0.58,0.17,0.28,0.0,0.0,0.0
84,0.26,0.41,0.51,0.57,0.1,0.14,0.44,0.55,0.49,0.49,0.54,0.52,0.53,0.3,0.03,0.21
85,0.45,0.52,0.55,0.41,0.13,0.09,0.48,0.51,0.47,0.57,0.51,0.57,0.05,0.46,0.17,0.54
86,0.41,0.54,0.02,0.0,0.06,0.0,0.39,0.5,0.48,0.52,0.53,0.0,0.0,0.02,0.0,0.0
87,0.48,0.56,0.48,0.41,0.04,0.03,0.46,0.54,0.49,0.5,0.61,0.49,0.49,0.41,0.18,0.53
88,0.45,0.52,0.11,0.0,0.26,0.27,0.19,0.54,0.54,0.41,0.49,0.23,0.03,0.01,0.0,0.0
89,0.39,0.4,0.12,0.14,0.03,0.02,0.15,0.44,0.33,0.47,0.49,0.03,0.38,0.01,0.02,0.19
90,0.53,0.52,0.42,0.37,0.07,0.03,0.51,0.57,0.45,0.52,0.57,0.54,0.54,0.46,0.12,0.49
91,0.42,0.51,0.3,0.1,0.02,0.05,0.59,0.52,0.47,0.54,0.51,0.02,0.22,0.02,0.01,0.04
92,0.44,0.53,0.14,0.35,0.12,0.06,0.03,0.45,0.41,0.51,0.41,0.47,0.44,0.01,0.03,0.01
93,0.55,0.47,0.28,0.03,0.06,0.01,0.56,0.47,0.49,0.48,0.5,0.21,0.05,0.08,0.06,0.04
94,0.41,0.42,0.16,0.33,0.04,0.02,0.02,0.49,0.37,0.43,0.47,0.43,0.35,0.05,0.13,0.01
95,0.36,0.48,0.07,0.0,0.02,0.0,0.16,0.52,0.45,0.51,0.57,0.34,0.0,0.02,0.28,0.01
96,0.46,0.48,0.31,0.0,0.04,0.01,0.27,0.45,0.56,0.5,0.4,0.12,0.0,0.07,0.02,0.03
97,0.43,0.49,0.03,0.01,0.34,0.1,0.15,0.48,0.43,0.44,0.5,0.16,0.0,0.0,0.22,0.0
98,0.48,0.45,0.0,0.02,0.02,0.03,0.49,0.54,0.44,0.51,0.51,0.2,0.0,0.02,0.04,0.01
99,0.44,0.55,0.52,0.57,0.46,0.36,0.19,0.58,0.49,0.47,0.55,0.47,0.4,0.31,0.2,0.33
100,0.4,0.49,0.13,0.1,0.0,0.0,0.22,0.4,0.53,0.52,0.49,0.0,0.0,0.01,0.03,0.01
101,0.18,0.39,0.14,0.1,0.0,0.0,0.5,0.47,0.47,0.59,0.53,0.02,0.02,0.04,0.0,0.0
102,0.36,0.55,0.0,0.0,0.0,0.01,0.31,0.55,0.48,0.52,0.52,0.21,0.0,0.0,0.03,0.0
103,0.43,0.52,0.01,0.0,0.0,0.02,0.33,0.53,0.52,0.62,0.49,0.08,0.01,0.0,0.02,0.01
104,0.21,0.42,0.31,0.32,0.0,0.0,0.55,0.5,0.48,0.58,0.52,0.17,0.15,0.0,0.04,0.0
105,0.31,0.53,0.57,0.5,0.01,0.06,0.17,0.53,0.37,0.48,0.53,0.55,0.6,0.27,0.49,0.31
106,0.11,0.48,0.42,0.0,0.0,0.0,0.46,0.5,0.56,0.49,0.5,0.13,0.0,0.03,0.0,0.02
107,0.46,0.51,0.55,0.43,0.06,0.14,0.45,0.47,0.47,0.59,0.51,0.58,0.06,0.44,0.24,0.6
108,0.44,0.53,0.54,0.5,0.24,0.17,0.22,0.52,0.51,0.5,0.57,0.48,0.61,0.32,0.33,0.36
109,0.14,0.39,0.34,0.01,0.0,0.0,0.48,0.52,0.5,0.47,0.51,0.05,0.0,0.05,0.0,0.0
110,0.36,0.51,0.55,0.49,0.02,0.11,0.21,0.56,0.4,0.44,0.58,0.5,0.57,0.36,0.52,0.25
111,0.23,0.48,0.47,0.38,0.11,0.0,0.47,0.54,0.51,0.48,0.52,0.52,0.36,0.12,0.01,0.08
112,0.51,0.47,0.5,0.42,0.11,0.02,0.47,0.44,0.46,0.54,0.55,0.44,0.02,0.41,0.02,0.44
113,0.48,0.49,0.56,0.43,0.01,0.0,0.33,0.54,0.5,0.51,0.51,0.53,0.39,0.12,0.06,0.07
114,0.28,0.5,0.45,0.36,0.05,0.06,0.48,0.43,0.5,0.55,0.5,0.51,0.56,0.3,0.28,0.42
115,0.37,0.54,0.04,0.11,0.03,0.03,0.29,0.59,0.54,0.48,0.53,0.49,0.07,0.0,0.08,0.0
116,0.41,0.48,0.06,0.06,0.02,0.06,0.06,0.48,0.45,0.5,0.53,0.45,0.17,0.01,0.1,0.0
117,0.39,0.48,0.33,0.01,0.28,0.07,0.44,0.49,0.53,0.53,0.53,0.07,0.05,0.0,0.01,0.0
118,0.42,0.51,0.4,0.32,0.06,0.12,0.19,0.52,0.45,0.47,0.52,0.37,0.42,0.25,0.43,0.36
119,0.52,0.57,0.13,0.21,0.02,0.04,0.13,0.5,0.24,0.55,0.53,0.44,0.29,0.01,0.03,0.01
120,0.31,0.51,0.16,0.0,0.02,0.05,0.34,0.53,0.56,0.39,0.51,0.38,0.08,0.0,0.01,0.04
121,0.53,0.51,0.57,0.41,0.05,0.07,0.52,0.46,0.51,0.52,0.54,0.55,0.04,0.5,0.17,0.63
122,0.41,0.51,0.02,0.01,0.0,0.01,0.43,0.54,0.48,0.51,0.5,0.03,0.01,0.0,0.03,0.0
123,0.34,0.48,0.61,0.51,0.05,0.06,0.19,0.54,0.39,0.51,0.6,0.56,0.54,0.25,0.54,0.27
124,0.39,0.46,0.0,0.02,0.04,0.15,0.51,0.52,0.51,0.49,0.52,0.1,0.0,0.0,0.0,0.0
125,0.43,0.43,0.16,0.0,0.0,0.02,0.53,0.61,0.41,0.58,0.53,0.09,0.01,0.25,0.0,0.05
126,0.43,0.49,0.53,0.47,0.01,0.12,0.46,0.48,0.48,0.55,0.54,0.52,0.06,0.39,0.34,0.64
127,0.45,0.52,0.06,0.42,0.0,0.13,0.41,0.52,0.53,0.54,0.52,0.03,0.02,0.0,0.24,0.07
128,0.52,0.51,0.46,0.35,0.05,0.06,0.45,0.45,0.46,0.54,0.54,0.52,0.58,0.4,0.2,0.48
129,0.42,0.54,0.17,0.45,0.2,0.04,0.51,0.49,0.45,0.49,0.47,0.54,0.33,0.14,0.23,0.17
130,0.29,0.49,0.02,0.01,0.0,0.0,0.27,0.55,0.49,0.49,0.49,0.13,0.0,0.0,0.01,0.0
131,0.36,0.41,0.53,0.53,0.1,0.06,0.54,0.5,0.49,0.55,0.51,0.27,0.37,0.15,0.0,0.41
132,0.42,0.55,0.27,0.35,0.21,0.14,0.04,0.41,0.41,0.59,0.48,0.33,0.28,0.02,0.02,0.05
133,0.42,0.43,0.02,0.12,0.02,0.04,0.05,0.44,0.4,0.51,0.52,0.23,0.04,0.0,0.12,0.0
134,0.39,0.5,0.32,0.33,0.21,0.04,0.02,0.55,0.36,0.52,0.5,0.43,0.52,0.17,0.04,0.16
135,0.43,0.46,0.51,0.44,0.0,0.06,0.46,0.55,0.49,0.48,0.51,0.52,0.16,0.42,0.08,0.45
136,0.36,0.53,0.53,0.49,0.0,0.05,0.23,0.57,0.46,0.56,0.59,0.51,0.6,0.51,0.31,0.48
137,0.29,0.5,0.45,0.42,0.43,0.02,0.42,0.5,0.51,0.49,0.54,0.47,0.42,0.27,0.0,0.17
138,0.43,0.52,0.5,0.47,0.04,0.14,0.51,0.52,0.5,0.56,0.54,0.53,0.08,0.41,0.34,0.63
139,0.24,0.45,0.53,0.54,0.05,0.1,0.32,0.52,0.46,0.51,0.5,0.12,0.0,0.02,0.02,0.06
140,0.29,0.52,0.51,0.46,0.17,0.11,0.42,0.44,0.49,0.46,0.48,0.46,0.56,0.34,0.09,0.39
141,0.37,0.58,0.08,0.04,0.07,0.01,0.27,0.57,0.54,0.52,0.53,0.3,0.11,0.0,0.04,0.0
142,0.13,0.58,0.1,0.43,0.0,0.0,0.51,0.56,0.45,0.51,0.55,0.03,0.11,0.01,0.0,0.0
143,0.51,0.52,0.11,0.01,0.05,0.01,0.5,0.52,0.5,0.55,0.49,0.26,0.06,0.01,0.08,0.04
144,0.4,0.54,0.31,0.48,0.25,0.06,0.38,0.49,0.54,0.54,0.49,0.36,0.33,0.13,0.23,0.12
145,0.48,0.54,0.25,0.01,0.02,0.02,0.22,0.55,0.48,0.48,0.52,0.42,0.16,0.01,0.05,0.0
146,0.43,0.52,0.44,0.53,0.13,0.45,0.32,0.52,0.46,0.55,0.53,0.52,0.6,0.32,0.45,0.41
147,0.18,0.49,0.44,0.09,0.03,0.1,0.28,0.52,0.47,0.5,0.5,0.11,0.07,0.0,0.06,0.0
148,0.2,0.42,0.55,0.47,0.24,0.0,0.48,0.52,0.51,0.44,0.51,0.51,0.58,0.24,0.0,0.31
149,0.27,0.47,0.49,0.52,0.15,0.15,0.2,0.6,0.47,0.5,0.53,0.51,0.62,0.28,0.35,0.25
150,0.46,0.48,0.44,0.31,0.12,0.09,0.22,0.43,0.54,0.6,0.49,0.03,0.07,0.0,0.07,0.0
151,0.4,0.46,0.52,0.46,0.05,0.07,0.1,0.51,0.41,0.48,0.55,0.46,0.37,0.17,0.38,0.22
152,0.24,0.45,0.53,0.31,0.21,0.1,0.32,0.51,0.48,0.45,0.47,0.06,0.0,0.0,0.0,0.01
153,0.47,0.48,0.39,0.49,0.03,0.07,0.51,0.49,0.5,0.57,0.51,0.48,0.52,0.45,0.21,0.54
154,0.32,0.57,0.05,0.03,0.03,0.01,0.05,0.55,0.41,0.44,0.56,0.3,0.05,0.0,0.03,0.0
155,0.52,0.55,0.45,0.43,0.05,0.05,0.49,0.46,0.51,0.56,0.59,0.52,0.45,0.33,0.16,0.55
156,0.45,0.54,0.35,0.49,0.1,0.23,0.48,0.63,0.42,0.51,0.58,0.41,0.26,0.42,0.17,0.1
157,0.55,0.47,0.06,0.02,0.0,0.01,0.57,0.47,0.56,0.5,0.54,0.43,0.15,0.1,0.04,0.07
158,0.51,0.5,0.04,0.1,0.13,0.02,0.49,0.49,0.56,0.58,0.52,0.33,0.15,0.0,0.02,0.0
159,0.6,0.52,0.15,0.18,0.01,0.14,0.53,0.48,0.49,0.47,0.5,0.3,0.2,0.0,0.06,0.02
160,0.51,0.59,0.06,0.34,0.04,0.06,0.52,0.47,0.41,0.52,0.51,0.27,0.15,0.04,0.01,0.04
161,0.54,0.45,0.02,0.18,0.06,0.04,0.48,0.51,0.55,0.61,0.55,0.41,0.38,0.0,0.03,0.01
162,0.49,0.55,0.03,0.05,0.04,0.0,0.54,0.51,0.48,0.51,0.48,0.03,0.16,0.0,0.01,0.01
163,0.53,0.55,0.4,0.38,0.06,0.09,0.48,0.47,0.46,0.5,0.51,0.51,0.53,0.38,0.22,0.55
164,0.33,0.49,0.42,0.38,0.03,0.24,0.03,0.52,0.25,0.42,0.61,0.47,0.49,0.3,0.41,0.4
165,0.48,0.48,0.06,0.12,0.01,0.02,0.57,0.46,0.53,0.53,0.54,0.3,0.24,0.01,0.04,0.0
166,0.51,0.52,0.39,0.38,0.02,0.02,0.48,0.51,0.51,0.6,0.5,0.53,0.29,0.38,0.14,0.47
167,0.43,0.5,0.5,0.45,0.03,0.02,0.03,0.51,0.5,0.46,0.52,0.45,0.44,0.29,0.08,0.5
168,0.52,0.53,0.15,0.16,0.11,0.03,0.47,0.49,0.59,0.55,0.51,0.53,0.48,0.01,0.0,0.0
169,0.49,0.5,0.07,0.11,0.06,0.09,0.47,0.47,0.52,0.59,0.5,0.15,0.17,0.0,0.02,0.0
170,0.52,0.42,0.02,0.13,0.06,0.01,0.48,0.48,0.46,0.58,0.51,0.28,0.25,0.0,0.0,0.0
171,0.5,0.52,0.02,0.22,0.05,0.04,0.51,0.48,0.54,0.49,0.55,0.33,0.36,0.0,0.06,0.0
172,0.12,0.54,0.37,0.18,0.45,0.38,0.48,0.26,0.56,0.47,0.5,0.36,0.27,0.3,0.43,0.37
173,0.54,0.56,0.59,0.23,0.56,0.79,0.6,0.58,0.54,0.55,0.56,0.48,0.56,0.28,0.64,0.19
174,0.21,0.52,0.46,0.34,0.36,0.58,0.49,0.45,0.55,0.51,0.5,0.21,0.4,0.17,0.47,0.32
175,0.17,0.55,0.45,0.4,0.34,0.37,0.48,0.39,0.51,0.48,0.51,0.56,0.46,0.14,0.5,0.43
176,0.13,0.53,0.38,0.21,0.44,0.46,0.46,0.32,0.52,0.5,0.5,0.35,0.29,0.32,0.45,0.44
177,0.1,0.54,0.25,0.19,0.4,0.44,0.43,0.29,0.53,0.51,0.5,0.31,0.22,0.32,0.45,0.3
178,0.15,0.5,0.46,0.37,0.44,0.54,0.54,0.52,0.51,0.49,0.48,0.32,0.46,0.05,0.47,0.14
179,0.15,0.54,0.46,0.42,0.36,0.34,0.54,0.44,0.48,0.47,0.5,0.52,0.38,0.18,0.5,0.36
180,0.22,0.54,0.39,0.18,0.58,0.64,0.51,0.44,0.53,0.49,0.53,0.11,0.18,0.15,0.32,0.04
181,0.2,0.55,0.4,0.44,0.4,0.54,0.55,0.45,0.5,0.49,0.54,0.07,0.48,0.08,0.47,0.09
182,0.15,0.53,0.21,0.1,0.11,0.23,0.47,0.21,0.43,0.51,0.48,0.01,0.19,0.08,0.39,0.12
183,0.12,0.52,0.27,0.12,0.07,0.45,0.48,0.28,0.46,0.48,0.48,0.01,0.29,0.14,0.35,0.28
184,0.0,0.19,0.02,0.07,0.0,0.0,0.21,0.19,0.18,0.05,0.0,0.09,0.1,0.01,0.34,0.27
185,0.01,0.2,0.06,0.08,0.0,0.0,0.33,0.15,0.37,0.06,0.0,0.04,0.11,0.0,0.37,0.19
186,0.05,0.44,0.0,0.03,0.27,0.06,0.57,0.53,0.54,0.57,0.47,0.0,0.0,0.0,0.42,0.01
187,0.07,0.49,0.38,0.17,0.29,0.36,0.48,0.09,0.52,0.5,0.52,0.0,0.1,0.0,0.41,0.03
188,0.15,0.51,0.32,0.3,0.35,0.39,0.49,0.48,0.48,0.5,0.5,0.04,0.34,0.18,0.45,0.14
189,0.29,0.51,0.51,0.37,0.51,0.55,0.53,0.52,0.41,0.5,0.51,0.0,0.52,0.11,0.46,0.14
190,0.1,0.55,0.42,0.4,0.39,0.4,0.43,0.16,0.53,0.53,0.52,0.56,0.36,0.19,0.46,0.37
191,0.12,0.53,0.43,0.42,0.38,0.47,0.49,0.3,0.52,0.51,0.51,0.47,0.33,0.15,0.43,0.39
192,0.1,0.51,0.45,0.45,0.38,0.33,0.52,0.41,0.54,0.5,0.5,0.54,0.44,0.25,0.45,0.4
193,0.15,0.55,0.53,0.34,0.56,0.49,0.42,0.13,0.53,0.48,0.51,0.54,0.56,0.13,0.46,0.39
194,0.14,0.52,0.35,0.33,0.41,0.41,0.43,0.02,0.26,0.0,0.52,0.2,0.11,0.0,0.42,0.0
195,0.09,0.52,0.45,0.33,0.41,0.45,0.47,0.31,0.48,0.5,0.5,0.32,0.24,0.25,0.44,0.38
196,0.12,0.54,0.42,0.48,0.35,0.3,0.47,0.23,0.5,0.48,0.49,0.52,0.43,0.19,0.45,0.37
197,0.14,0.49,0.41,0.16,0.33,0.44,0.48,0.38,0.52,0.48,0.51,0.25,0.34,0.02,0.46,0.17
198,0.44,0.51,0.46,0.58,0.39,0.47,0.56,0.48,0.45,0.47,0.51,0.52,0.46,0.07,0.52,0.11
199,0.43,0.55,0.6,0.38,0.52,0.6,0.61,0.51,0.51,0.51,0.51,0.04,0.34,0.0,0.59,0.02
200,0.11,0.48,0.41,0.0,0.0,0.0,0.43,0.15,0.54,0.49,0.48,0.0,0.0,0.1,0.44,0.0
201,0.12,0.49,0.36,0.32,0.43,0.31,0.53,0.12,0.24,0.0,0.51,0.36,0.09,0.0,0.44,0.0
202,0.37,0.5,0.28,0.42,0.17,0.33,0.58,0.46,0.48,0.53,0.45,0.35,0.49,0.01,0.38,0.36
203,0.22,0.53,0.48,0.34,0.5,0.61,0.58,0.51,0.48,0.49,0.51,0.0,0.44,0.0,0.59,0.0
204,0.01,0.32,0.42,0.15,0.07,0.15,0.5,0.16,0.38,0.44,0.49,0.04,0.12,0.26,0.37,0.15
205,0.12,0.53,0.53,0.35,0.56,0.55,0.47,0.17,0.52,0.47,0.51,0.48,0.57,0.06,0.5,0.39
206,0.42,0.56,0.29,0.39,0.35,0.47,0.57,0.49,0.49,0.57,0.55,0.46,0.58,0.05,0.51,0.5
