paraphrase idx,t0_3b_acc,t0pp_acc,falcon-7b-instruct_acc,mpt-7b-instruct_acc,alpaca-7b_acc,alpaca-13b_acc,flan-t5-small_acc,flan-t5-base_acc,flan-t5-large_acc,flan-t5-xl_acc,flan-t5-xxl_acc,airoboros-13b_acc,nous-hermes-13b_acc,ultralm-13b_acc,vicuna-13b_acc,minotaur-15b_acc
15,0.35,0.38,0.0,0.0,0.0,0.0,0.33,0.2,0.37,0.6,0.6,0.05,0.0,0.0,0.0,0.0
16,0.01,0.1,0.0,0.0,0.0,0.0,0.13,0.14,0.06,0.13,0.05,0.0,0.0,0.0,0.0,0.0
17,0.4,0.45,0.31,0.28,0.01,0.02,0.29,0.33,0.46,0.61,0.53,0.04,0.0,0.0,0.0,0.0
18,0.19,0.35,0.12,0.18,0.0,0.0,0.4,0.37,0.4,0.55,0.56,0.0,0.0,0.0,0.0,0.0
19,0.17,0.34,0.0,0.1,0.0,0.0,0.34,0.38,0.39,0.5,0.54,0.0,0.0,0.0,0.0,0.0
20,0.38,0.43,0.25,0.29,0.04,0.03,0.27,0.14,0.26,0.57,0.54,0.17,0.01,0.0,0.01,0.0
21,0.33,0.41,0.0,0.15,0.0,0.03,0.09,0.12,0.37,0.56,0.52,0.14,0.03,0.0,0.0,0.0
22,0.32,0.42,0.11,0.18,0.0,0.1,0.06,0.12,0.28,0.47,0.49,0.12,0.0,0.0,0.02,0.0
23,0.42,0.57,0.2,0.26,0.0,0.06,0.39,0.32,0.29,0.56,0.5,0.05,0.0,0.0,0.0,0.0
24,0.21,0.43,0.0,0.22,0.0,0.01,0.13,0.12,0.13,0.39,0.54,0.17,0.02,0.0,0.0,0.0
25,0.3,0.37,0.07,0.2,0.0,0.0,0.12,0.17,0.16,0.5,0.48,0.23,0.0,0.0,0.0,0.0
26,0.4,0.43,0.06,0.01,0.0,0.02,0.36,0.19,0.29,0.52,0.54,0.14,0.0,0.0,0.0,0.0
27,0.45,0.36,0.39,0.1,0.0,0.04,0.3,0.24,0.39,0.6,0.56,0.18,0.0,0.0,0.0,0.01
28,0.4,0.4,0.33,0.13,0.0,0.01,0.15,0.16,0.42,0.49,0.51,0.06,0.0,0.0,0.0,0.0
29,0.46,0.43,0.29,0.22,0.0,0.0,0.09,0.14,0.44,0.57,0.52,0.2,0.01,0.0,0.0,0.0
30,0.38,0.39,0.11,0.21,0.0,0.0,0.34,0.36,0.43,0.52,0.53,0.01,0.0,0.0,0.0,0.0
31,0.45,0.34,0.22,0.27,0.02,0.02,0.23,0.34,0.42,0.54,0.54,0.0,0.0,0.0,0.0,0.0
32,0.48,0.39,0.29,0.2,0.02,0.1,0.17,0.11,0.46,0.53,0.47,0.05,0.0,0.0,0.0,0.0
33,0.28,0.42,0.0,0.0,0.0,0.0,0.09,0.12,0.07,0.06,0.05,0.0,0.0,0.0,0.0,0.0
34,0.1,0.42,0.02,0.06,0.0,0.0,0.35,0.42,0.2,0.53,0.44,0.0,0.0,0.0,0.0,0.0
35,0.49,0.46,0.09,0.25,0.02,0.0,0.07,0.08,0.32,0.46,0.35,0.01,0.11,0.04,0.01,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.12,0.04,0.01,0.0,0.0,0.06,0.05,0.29,0.16,0.13,0.0,0.01,0.06,0.0,0.11
39,0.42,0.37,0.29,0.34,0.02,0.01,0.12,0.09,0.36,0.55,0.47,0.23,0.02,0.0,0.0,0.0
40,0.46,0.2,0.26,0.33,0.0,0.0,0.24,0.25,0.42,0.48,0.51,0.0,0.0,0.0,0.0,0.0
41,0.0,0.03,0.03,0.0,0.0,0.0,0.22,0.18,0.36,0.46,0.32,0.01,0.14,0.08,0.0,0.0
42,0.0,0.09,0.0,0.02,0.0,0.0,0.44,0.2,0.22,0.48,0.57,0.0,0.16,0.01,0.01,0.01
43,0.24,0.42,0.0,0.01,0.0,0.0,0.07,0.09,0.31,0.28,0.27,0.08,0.0,0.0,0.0,0.0
44,0.35,0.4,0.0,0.1,0.0,0.03,0.05,0.14,0.38,0.58,0.53,0.21,0.0,0.0,0.0,0.0
45,0.26,0.48,0.0,0.06,0.0,0.0,0.12,0.09,0.39,0.36,0.35,0.09,0.0,0.0,0.0,0.0
46,0.47,0.46,0.26,0.28,0.04,0.05,0.13,0.07,0.44,0.51,0.49,0.27,0.02,0.01,0.0,0.0
47,0.26,0.44,0.0,0.07,0.0,0.0,0.1,0.14,0.36,0.41,0.33,0.12,0.0,0.0,0.0,0.0
48,0.42,0.5,0.3,0.1,0.0,0.04,0.22,0.2,0.41,0.4,0.55,0.03,0.06,0.0,0.0,0.05
49,0.48,0.41,0.29,0.11,0.0,0.03,0.33,0.2,0.38,0.56,0.51,0.12,0.01,0.0,0.01,0.0
50,0.32,0.45,0.0,0.21,0.0,0.0,0.38,0.08,0.41,0.62,0.56,0.03,0.0,0.0,0.0,0.0
51,0.45,0.52,0.25,0.02,0.02,0.02,0.39,0.4,0.45,0.5,0.41,0.06,0.44,0.07,0.0,0.06
52,0.15,0.33,0.0,0.0,0.0,0.01,0.01,0.01,0.05,0.14,0.44,0.01,0.01,0.0,0.0,0.0
53,0.22,0.47,0.0,0.17,0.01,0.0,0.0,0.11,0.38,0.45,0.45,0.22,0.15,0.03,0.01,0.01
54,0.46,0.46,0.15,0.3,0.01,0.01,0.5,0.1,0.52,0.64,0.53,0.04,0.19,0.11,0.0,0.02
55,0.34,0.47,0.23,0.22,0.0,0.03,0.25,0.18,0.27,0.55,0.45,0.05,0.11,0.03,0.0,0.01
56,0.5,0.45,0.0,0.02,0.0,0.0,0.49,0.33,0.5,0.54,0.43,0.0,0.0,0.03,0.0,0.01
57,0.23,0.32,0.0,0.0,0.0,0.0,0.33,0.42,0.34,0.01,0.16,0.0,0.0,0.0,0.01,0.0
58,0.48,0.49,0.17,0.01,0.03,0.05,0.4,0.43,0.49,0.47,0.46,0.04,0.31,0.06,0.0,0.02
59,0.24,0.5,0.06,0.07,0.0,0.01,0.27,0.12,0.18,0.32,0.47,0.12,0.08,0.0,0.0,0.0
60,0.45,0.44,0.3,0.09,0.0,0.02,0.48,0.19,0.38,0.47,0.49,0.1,0.06,0.0,0.01,0.02
61,0.35,0.46,0.05,0.18,0.01,0.01,0.36,0.09,0.39,0.59,0.46,0.05,0.07,0.02,0.0,0.0
62,0.38,0.5,0.08,0.29,0.01,0.03,0.35,0.28,0.44,0.57,0.51,0.05,0.0,0.0,0.0,0.01
63,0.44,0.48,0.02,0.38,0.01,0.01,0.48,0.44,0.48,0.53,0.62,0.21,0.03,0.0,0.01,0.03
64,0.41,0.47,0.04,0.05,0.01,0.01,0.5,0.23,0.33,0.51,0.43,0.0,0.0,0.0,0.0,0.0
65,0.42,0.5,0.04,0.09,0.0,0.0,0.47,0.48,0.47,0.41,0.5,0.01,0.04,0.01,0.0,0.0
66,0.4,0.5,0.12,0.04,0.0,0.0,0.41,0.19,0.36,0.5,0.49,0.12,0.06,0.0,0.0,0.03
67,0.42,0.46,0.18,0.11,0.0,0.02,0.43,0.22,0.45,0.55,0.49,0.14,0.14,0.01,0.0,0.02
68,0.2,0.39,0.0,0.16,0.0,0.0,0.0,0.01,0.39,0.41,0.5,0.17,0.12,0.0,0.01,0.03
69,0.38,0.48,0.07,0.22,0.0,0.0,0.46,0.28,0.48,0.48,0.52,0.06,0.05,0.02,0.0,0.0
70,0.03,0.46,0.0,0.03,0.0,0.0,0.0,0.02,0.04,0.07,0.43,0.03,0.01,0.0,0.0,0.0
71,0.29,0.49,0.34,0.06,0.0,0.04,0.4,0.15,0.37,0.52,0.5,0.03,0.11,0.01,0.0,0.02
72,0.41,0.51,0.09,0.27,0.01,0.01,0.45,0.46,0.42,0.57,0.56,0.0,0.0,0.01,0.0,0.0
73,0.29,0.49,0.01,0.1,0.01,0.0,0.0,0.08,0.4,0.49,0.47,0.11,0.08,0.0,0.04,0.01
74,0.17,0.3,0.0,0.01,0.0,0.0,0.42,0.35,0.12,0.36,0.41,0.08,0.01,0.0,0.0,0.02
75,0.19,0.43,0.02,0.2,0.0,0.0,0.0,0.01,0.15,0.29,0.25,0.08,0.11,0.01,0.01,0.0
76,0.22,0.42,0.23,0.29,0.0,0.0,0.45,0.42,0.42,0.57,0.51,0.04,0.31,0.05,0.0,0.01
77,0.23,0.39,0.0,0.2,0.0,0.0,0.0,0.01,0.32,0.53,0.48,0.17,0.09,0.01,0.01,0.02
78,0.27,0.48,0.07,0.08,0.01,0.01,0.19,0.16,0.23,0.49,0.49,0.07,0.12,0.0,0.0,0.0
79,0.31,0.46,0.17,0.24,0.0,0.01,0.04,0.16,0.41,0.54,0.5,0.38,0.0,0.0,0.0,0.0
80,0.04,0.4,0.04,0.0,0.0,0.0,0.06,0.22,0.07,0.11,0.25,0.1,0.0,0.0,0.0,0.0
81,0.27,0.4,0.06,0.33,0.0,0.0,0.14,0.37,0.32,0.62,0.62,0.01,0.01,0.0,0.0,0.01
82,0.24,0.44,0.2,0.27,0.0,0.0,0.08,0.2,0.35,0.52,0.49,0.26,0.0,0.0,0.01,0.0
83,0.07,0.42,0.0,0.07,0.0,0.0,0.27,0.13,0.1,0.34,0.47,0.01,0.01,0.0,0.0,0.0
84,0.34,0.43,0.31,0.19,0.02,0.05,0.39,0.4,0.45,0.59,0.56,0.0,0.0,0.0,0.0,0.0
85,0.25,0.4,0.33,0.33,0.0,0.03,0.38,0.43,0.41,0.58,0.55,0.01,0.0,0.0,0.0,0.0
86,0.11,0.43,0.03,0.02,0.0,0.0,0.11,0.26,0.4,0.55,0.49,0.18,0.0,0.0,0.0,0.0
87,0.31,0.42,0.12,0.2,0.0,0.01,0.4,0.37,0.44,0.59,0.59,0.04,0.0,0.0,0.01,0.0
88,0.4,0.46,0.31,0.27,0.04,0.01,0.31,0.16,0.34,0.54,0.54,0.14,0.01,0.0,0.0,0.01
89,0.04,0.06,0.0,0.01,0.0,0.0,0.33,0.4,0.42,0.51,0.49,0.0,0.0,0.0,0.0,0.0
90,0.56,0.52,0.23,0.15,0.03,0.04,0.39,0.3,0.36,0.63,0.57,0.34,0.0,0.0,0.0,0.0
91,0.36,0.44,0.0,0.11,0.0,0.0,0.08,0.06,0.31,0.47,0.47,0.09,0.0,0.0,0.0,0.0
92,0.38,0.52,0.06,0.23,0.0,0.03,0.0,0.14,0.41,0.56,0.51,0.42,0.0,0.0,0.03,0.0
93,0.31,0.44,0.09,0.12,0.0,0.02,0.04,0.24,0.2,0.51,0.49,0.11,0.0,0.0,0.0,0.0
94,0.4,0.42,0.23,0.23,0.01,0.01,0.28,0.2,0.23,0.53,0.47,0.11,0.0,0.0,0.0,0.0
95,0.25,0.43,0.17,0.35,0.0,0.01,0.07,0.17,0.4,0.5,0.46,0.3,0.0,0.0,0.0,0.0
96,0.37,0.45,0.0,0.22,0.0,0.0,0.36,0.3,0.36,0.61,0.59,0.05,0.0,0.0,0.0,0.0
97,0.32,0.36,0.01,0.14,0.0,0.0,0.23,0.26,0.39,0.55,0.5,0.0,0.06,0.0,0.0,0.0
98,0.41,0.45,0.01,0.03,0.0,0.01,0.46,0.19,0.38,0.48,0.44,0.0,0.0,0.02,0.0,0.01
99,0.12,0.42,0.0,0.02,0.0,0.0,0.13,0.34,0.1,0.09,0.46,0.0,0.0,0.0,0.0,0.0
100,0.35,0.51,0.02,0.01,0.0,0.03,0.02,0.25,0.33,0.53,0.53,0.11,0.0,0.0,0.0,0.0
101,0.12,0.45,0.01,0.09,0.0,0.0,0.15,0.34,0.34,0.11,0.15,0.01,0.01,0.0,0.0,0.0
102,0.28,0.4,0.13,0.02,0.06,0.04,0.15,0.32,0.14,0.31,0.4,0.2,0.02,0.0,0.01,0.0
103,0.24,0.45,0.22,0.23,0.0,0.01,0.36,0.34,0.47,0.48,0.46,0.12,0.07,0.0,0.01,0.01
104,0.24,0.39,0.0,0.06,0.0,0.01,0.4,0.33,0.37,0.47,0.5,0.09,0.0,0.0,0.0,0.02
105,0.21,0.44,0.06,0.15,0.0,0.04,0.0,0.03,0.12,0.28,0.45,0.06,0.0,0.02,0.0,0.0
106,0.38,0.43,0.08,0.22,0.01,0.0,0.47,0.13,0.24,0.59,0.48,0.04,0.02,0.02,0.02,0.02
107,0.42,0.53,0.08,0.38,0.0,0.0,0.52,0.49,0.47,0.51,0.57,0.01,0.01,0.02,0.0,0.0
108,0.29,0.47,0.0,0.18,0.0,0.0,0.0,0.09,0.34,0.4,0.45,0.25,0.12,0.04,0.02,0.0
109,0.51,0.54,0.05,0.1,0.0,0.0,0.5,0.5,0.47,0.41,0.56,0.0,0.03,0.04,0.0,0.0
110,0.33,0.52,0.24,0.49,0.05,0.06,0.5,0.38,0.28,0.31,0.23,0.03,0.12,0.15,0.0,0.0
111,0.14,0.44,0.14,0.08,0.0,0.02,0.01,0.06,0.1,0.12,0.29,0.04,0.0,0.0,0.03,0.01
112,0.13,0.38,0.04,0.05,0.01,0.0,0.0,0.03,0.14,0.39,0.47,0.09,0.0,0.0,0.03,0.03
113,0.27,0.42,0.0,0.06,0.0,0.0,0.04,0.01,0.46,0.51,0.5,0.09,0.0,0.0,0.0,0.02
114,0.26,0.47,0.04,0.21,0.01,0.01,0.0,0.12,0.33,0.38,0.45,0.47,0.05,0.0,0.06,0.0
115,0.5,0.48,0.12,0.24,0.03,0.05,0.45,0.26,0.49,0.46,0.46,0.03,0.24,0.09,0.0,0.0
116,0.33,0.44,0.22,0.07,0.0,0.01,0.42,0.15,0.46,0.56,0.5,0.05,0.03,0.0,0.04,0.02
117,0.42,0.48,0.06,0.28,0.0,0.0,0.48,0.49,0.46,0.46,0.69,0.0,0.0,0.02,0.0,0.0
118,0.21,0.45,0.01,0.16,0.0,0.0,0.0,0.11,0.38,0.42,0.49,0.28,0.14,0.0,0.01,0.01
119,0.35,0.44,0.13,0.24,0.0,0.01,0.48,0.26,0.44,0.51,0.47,0.06,0.04,0.01,0.0,0.01
120,0.26,0.49,0.16,0.23,0.01,0.02,0.33,0.36,0.45,0.49,0.48,0.08,0.1,0.01,0.0,0.01
121,0.5,0.52,0.1,0.47,0.01,0.02,0.5,0.46,0.56,0.38,0.54,0.0,0.07,0.12,0.0,0.0
122,0.09,0.48,0.01,0.2,0.0,0.0,0.0,0.1,0.32,0.38,0.47,0.14,0.15,0.01,0.01,0.0
123,0.27,0.5,0.33,0.32,0.0,0.03,0.24,0.11,0.21,0.39,0.51,0.2,0.21,0.02,0.01,0.01
124,0.51,0.49,0.26,0.02,0.01,0.04,0.46,0.35,0.47,0.47,0.43,0.06,0.43,0.1,0.0,0.0
125,0.51,0.5,0.18,0.35,0.01,0.03,0.41,0.15,0.44,0.52,0.4,0.02,0.28,0.14,0.0,0.01
126,0.51,0.51,0.12,0.36,0.0,0.01,0.45,0.58,0.55,0.48,0.59,0.02,0.02,0.09,0.0,0.0
127,0.25,0.41,0.0,0.07,0.0,0.0,0.27,0.38,0.29,0.43,0.52,0.03,0.01,0.0,0.0,0.03
128,0.25,0.26,0.0,0.0,0.0,0.0,0.41,0.48,0.37,0.02,0.15,0.0,0.0,0.0,0.0,0.0
129,0.45,0.48,0.27,0.06,0.01,0.06,0.49,0.21,0.39,0.47,0.51,0.08,0.12,0.02,0.0,0.03
130,0.3,0.5,0.19,0.2,0.0,0.0,0.37,0.49,0.41,0.57,0.51,0.01,0.2,0.0,0.02,0.06
131,0.32,0.44,0.11,0.13,0.02,0.0,0.4,0.12,0.43,0.57,0.46,0.03,0.04,0.02,0.0,0.02
132,0.5,0.44,0.18,0.25,0.01,0.02,0.5,0.13,0.57,0.57,0.54,0.08,0.17,0.16,0.0,0.0
133,0.43,0.53,0.09,0.32,0.0,0.0,0.52,0.48,0.5,0.49,0.54,0.0,0.02,0.11,0.0,0.0
134,0.5,0.47,0.06,0.35,0.0,0.0,0.46,0.44,0.48,0.47,0.53,0.0,0.07,0.06,0.0,0.0
135,0.22,0.4,0.0,0.15,0.0,0.0,0.0,0.12,0.38,0.47,0.43,0.2,0.17,0.03,0.02,0.02
136,0.19,0.46,0.04,0.1,0.01,0.08,0.08,0.14,0.15,0.26,0.25,0.11,0.0,0.0,0.0,0.0
137,0.14,0.35,0.0,0.11,0.02,0.02,0.32,0.23,0.38,0.58,0.58,0.05,0.0,0.0,0.0,0.0
138,0.37,0.46,0.17,0.18,0.02,0.0,0.06,0.29,0.39,0.56,0.49,0.39,0.04,0.02,0.0,0.0
139,0.43,0.41,0.47,0.21,0.0,0.08,0.37,0.16,0.36,0.59,0.51,0.17,0.0,0.0,0.01,0.0
140,0.28,0.51,0.01,0.04,0.0,0.0,0.36,0.49,0.39,0.6,0.66,0.05,0.0,0.0,0.0,0.01
141,0.42,0.41,0.12,0.24,0.0,0.0,0.31,0.18,0.35,0.52,0.51,0.07,0.0,0.0,0.0,0.0
142,0.22,0.42,0.04,0.1,0.0,0.04,0.07,0.11,0.29,0.41,0.48,0.12,0.0,0.0,0.0,0.0
143,0.45,0.42,0.39,0.18,0.0,0.01,0.46,0.44,0.4,0.61,0.53,0.13,0.1,0.01,0.02,0.02
144,0.47,0.48,0.29,0.32,0.0,0.0,0.22,0.24,0.46,0.56,0.49,0.02,0.02,0.05,0.0,0.01
145,0.28,0.34,0.03,0.21,0.01,0.02,0.09,0.08,0.3,0.53,0.5,0.17,0.02,0.0,0.0,0.0
146,0.38,0.48,0.31,0.18,0.02,0.0,0.47,0.53,0.48,0.51,0.52,0.31,0.13,0.08,0.0,0.0
147,0.29,0.49,0.28,0.09,0.0,0.0,0.52,0.36,0.44,0.57,0.53,0.08,0.09,0.0,0.01,0.01
148,0.54,0.51,0.31,0.26,0.0,0.0,0.45,0.26,0.46,0.55,0.49,0.1,0.04,0.03,0.0,0.01
149,0.3,0.46,0.22,0.45,0.1,0.03,0.49,0.45,0.33,0.37,0.23,0.01,0.16,0.14,0.02,0.0
150,0.1,0.45,0.12,0.09,0.0,0.02,0.0,0.07,0.09,0.15,0.37,0.07,0.03,0.0,0.01,0.01
151,0.29,0.48,0.03,0.16,0.01,0.05,0.37,0.1,0.47,0.57,0.48,0.03,0.08,0.03,0.0,0.0
152,0.35,0.47,0.1,0.24,0.0,0.02,0.38,0.32,0.44,0.52,0.47,0.07,0.06,0.03,0.0,0.01
153,0.04,0.42,0.17,0.12,0.0,0.0,0.05,0.15,0.17,0.46,0.51,0.2,0.05,0.0,0.0,0.0
154,0.25,0.48,0.3,0.4,0.0,0.02,0.24,0.1,0.24,0.37,0.51,0.19,0.26,0.01,0.01,0.01
155,0.25,0.44,0.28,0.15,0.0,0.0,0.51,0.34,0.4,0.6,0.48,0.14,0.04,0.01,0.01,0.01
156,0.03,0.46,0.01,0.01,0.01,0.0,0.01,0.08,0.02,0.05,0.34,0.2,0.0,0.0,0.03,0.0
157,0.4,0.52,0.09,0.33,0.01,0.03,0.53,0.33,0.43,0.53,0.49,0.04,0.03,0.03,0.0,0.01
158,0.04,0.4,0.11,0.07,0.0,0.0,0.04,0.08,0.29,0.47,0.45,0.07,0.04,0.0,0.0,0.01
159,0.21,0.46,0.26,0.18,0.02,0.0,0.47,0.39,0.45,0.55,0.52,0.15,0.1,0.0,0.04,0.01
160,0.27,0.47,0.11,0.01,0.02,0.02,0.4,0.21,0.26,0.37,0.5,0.1,0.06,0.01,0.01,0.0
161,0.54,0.53,0.22,0.02,0.01,0.05,0.41,0.34,0.52,0.49,0.41,0.02,0.47,0.09,0.0,0.03
162,0.5,0.47,0.18,0.24,0.05,0.01,0.49,0.12,0.54,0.52,0.51,0.04,0.18,0.14,0.0,0.01
163,0.45,0.51,0.08,0.44,0.0,0.01,0.46,0.4,0.47,0.49,0.6,0.0,0.08,0.1,0.0,0.0
164,0.2,0.48,0.02,0.17,0.01,0.0,0.0,0.11,0.37,0.48,0.46,0.2,0.18,0.01,0.03,0.0
165,0.43,0.52,0.09,0.33,0.0,0.0,0.5,0.51,0.58,0.56,0.59,0.01,0.02,0.11,0.0,0.0
166,0.47,0.55,0.03,0.32,0.01,0.0,0.44,0.38,0.32,0.57,0.42,0.15,0.22,0.0,0.03,0.0
167,0.46,0.46,0.01,0.12,0.01,0.0,0.48,0.49,0.48,0.41,0.56,0.01,0.04,0.03,0.0,0.0
168,0.29,0.54,0.15,0.02,0.0,0.0,0.39,0.22,0.17,0.43,0.52,0.1,0.18,0.01,0.01,0.0
169,0.47,0.43,0.14,0.4,0.0,0.0,0.44,0.38,0.55,0.36,0.57,0.01,0.06,0.01,0.0,0.0
170,0.55,0.43,0.11,0.12,0.0,0.0,0.42,0.47,0.47,0.54,0.55,0.03,0.12,0.02,0.0,0.02
171,0.51,0.52,0.25,0.03,0.02,0.03,0.38,0.39,0.5,0.5,0.44,0.06,0.43,0.08,0.0,0.04
172,0.46,0.55,0.0,0.18,0.0,0.0,0.51,0.43,0.38,0.5,0.56,0.06,0.0,0.0,0.0,0.0
173,0.49,0.5,0.03,0.11,0.0,0.0,0.53,0.48,0.49,0.25,0.53,0.01,0.03,0.04,0.0,0.0
174,0.45,0.54,0.14,0.5,0.01,0.0,0.43,0.51,0.5,0.18,0.55,0.0,0.08,0.01,0.0,0.0
175,0.37,0.47,0.0,0.04,0.0,0.0,0.45,0.18,0.38,0.3,0.26,0.0,0.0,0.02,0.0,0.01
176,0.05,0.45,0.21,0.3,0.1,0.42,0.44,0.43,0.42,0.6,0.55,0.02,0.0,0.01,0.48,0.0
177,0.07,0.35,0.2,0.15,0.38,0.38,0.45,0.32,0.3,0.32,0.38,0.01,0.04,0.0,0.42,0.02
178,0.47,0.56,0.46,0.52,0.46,0.46,0.17,0.49,0.48,0.57,0.58,0.2,0.48,0.01,0.61,0.03
179,0.44,0.56,0.01,0.23,0.38,0.45,0.22,0.53,0.46,0.59,0.55,0.51,0.5,0.0,0.01,0.0
180,0.0,0.0,0.22,0.14,0.0,0.04,0.29,0.11,0.13,0.45,0.3,0.0,0.03,0.0,0.05,0.0
181,0.19,0.0,0.0,0.51,0.0,0.0,0.52,0.41,0.43,0.27,0.18,0.0,0.15,0.0,0.0,0.0
182,0.09,0.34,0.18,0.24,0.4,0.48,0.36,0.4,0.41,0.58,0.58,0.0,0.02,0.0,0.62,0.02
183,0.07,0.42,0.36,0.28,0.11,0.55,0.38,0.45,0.41,0.58,0.57,0.01,0.0,0.0,0.44,0.0
184,0.05,0.47,0.34,0.12,0.01,0.23,0.53,0.5,0.52,0.61,0.54,0.02,0.0,0.0,0.46,0.0
185,0.07,0.34,0.19,0.34,0.41,0.55,0.34,0.43,0.42,0.61,0.57,0.0,0.05,0.0,0.6,0.01
186,0.04,0.36,0.09,0.24,0.07,0.51,0.41,0.42,0.41,0.62,0.55,0.0,0.0,0.0,0.48,0.0
187,0.18,0.44,0.0,0.01,0.0,0.24,0.43,0.43,0.42,0.64,0.58,0.02,0.0,0.0,0.04,0.0
188,0.07,0.4,0.37,0.23,0.03,0.45,0.42,0.45,0.4,0.63,0.6,0.01,0.01,0.0,0.46,0.0
189,0.11,0.38,0.2,0.35,0.4,0.5,0.42,0.33,0.4,0.57,0.58,0.0,0.11,0.0,0.61,0.0
190,0.15,0.4,0.19,0.43,0.39,0.48,0.22,0.31,0.41,0.64,0.59,0.0,0.27,0.0,0.59,0.01
191,0.11,0.4,0.18,0.26,0.5,0.53,0.45,0.4,0.45,0.62,0.61,0.0,0.25,0.0,0.67,0.03
192,0.52,0.54,0.0,0.23,0.39,0.44,0.13,0.07,0.4,0.16,0.09,0.5,0.25,0.0,0.01,0.0
193,0.09,0.44,0.22,0.11,0.36,0.45,0.34,0.38,0.01,0.09,0.0,0.0,0.06,0.0,0.25,0.0
194,0.4,0.48,0.3,0.48,0.38,0.56,0.47,0.4,0.4,0.62,0.63,0.35,0.37,0.01,0.64,0.04
195,0.13,0.38,0.32,0.3,0.32,0.41,0.46,0.32,0.45,0.49,0.5,0.01,0.17,0.0,0.65,0.0
196,0.27,0.43,0.34,0.21,0.39,0.58,0.45,0.27,0.44,0.56,0.56,0.0,0.21,0.0,0.58,0.0
197,0.32,0.43,0.33,0.3,0.38,0.56,0.43,0.37,0.46,0.61,0.59,0.0,0.29,0.01,0.65,0.0
198,0.24,0.43,0.35,0.3,0.43,0.57,0.43,0.3,0.47,0.61,0.58,0.0,0.19,0.0,0.62,0.0
199,0.32,0.45,0.39,0.27,0.41,0.49,0.44,0.31,0.44,0.61,0.54,0.0,0.2,0.01,0.63,0.0
200,0.16,0.47,0.45,0.25,0.39,0.45,0.43,0.43,0.46,0.55,0.52,0.0,0.02,0.0,0.28,0.0
201,0.26,0.52,0.28,0.49,0.46,0.55,0.48,0.37,0.38,0.57,0.54,0.1,0.44,0.01,0.35,0.02
202,0.4,0.4,0.23,0.31,0.05,0.48,0.07,0.45,0.34,0.52,0.51,0.0,0.04,0.0,0.48,0.0
203,0.05,0.41,0.26,0.01,0.44,0.54,0.5,0.25,0.41,0.56,0.56,0.01,0.25,0.0,0.56,0.0
204,0.18,0.42,0.36,0.34,0.37,0.39,0.48,0.47,0.48,0.52,0.49,0.0,0.32,0.03,0.58,0.0
205,0.44,0.51,0.28,0.32,0.46,0.53,0.4,0.25,0.45,0.56,0.55,0.47,0.25,0.0,0.58,0.0
206,0.03,0.38,0.37,0.2,0.12,0.5,0.47,0.43,0.45,0.56,0.58,0.02,0.0,0.0,0.59,0.0
