benchmark,task ,t0_3b,t0pp,falcon-7b-instruct,mpt-7b-instruct,alpaca-7b,alpaca-13b,flan-t5-small,flan-t5-base,flan-t5-large,flan-t5-xl,flan-t5-xxl,airoboros-13b,nous-hermes-13b,ultralm-13b,vicuna-13b,minotaur-15b
big-bench-hard,salient_translation_error_detection,,0.17224806201550386,0.19635658914728693,0.1400000000000001,,0.2233333333333334,,,,0.39860465116279065,0.29,0.22271317829457385,0.1058139534883721,0.019612403100775184,0.32488372093023254,0.0063565891472868235
big-bench-hard,snarks,,0.07092105263157902,0.4987500000000001,0.41407894736842116,,0.5011184210526314,,,,0.632763157894737,0.7009868421052631,0.4705921052631578,0.40421052631578935,0.10203947368421044,0.5798684210526317,0.07578947368421045
big-bench-hard,sports_understanding,,0.556496350364964,0.5616058394160586,0.14824817518248176,,0.5866423357664236,,,,0.5826277372262771,0.5900729927007298,0.43722627737226294,0.47598540145985385,0.46357664233576656,0.6537226277372264,0.010510948905109492
big-bench-lite,bbq lite,0.31947767499999996,0.5161348925384616,,,0.331065822,0.45454936992307693,0.2864279289999999,0.5045504989230769,0.566515780846154,0.6695743296153847,0.7366978008461538,,,,,
big-bench-lite,code line description,0.6049999952,0.7116666556,,,0.675,0.821875,0.315,0.49833332909999994,0.6616666668000001,0.7183333666999999,0.7400000332,,,,,
big-bench-lite,conceptual combinations,,0.7475728193918864,,,0.5587606792222223,0.611111111,0.34843581766666665,0.546925568111111,0.5749730268888888,0.7508090536666667,0.7346278230000001,,,,,
big-bench-lite,hindu knowledge,0.25000000375,0.53571429475,,,0.497869312875,0.639204531875,0.28785714275,0.266428571375,0.35571428574999997,0.47357142862499996,0.55571428575,,,,,
big-bench-lite,known unknown,0.61413044475,0.7527173831249999,,,0.609375007625,0.71093751525,0.532608695375,0.6331521870000001,0.6875,0.6739130435,0.7907608694999999,,,,,
big-bench-lite,language identification,0.10786666633333335,0.1426444458888889,,,0.14566666633333333,0.21717778022222223,0.0945111108888889,0.12392222366666668,0.19162222222222225,0.25535555555555556,0.3158777777777778,,,,,
big-bench-lite,logic grid puzzle,,0.36000000105963814,,,0.25377777700000004,0.28655555522222226,0.28477777888888883,0.3084444437777778,0.33711111222222223,0.3882222208888889,0.3954444395555555,,,,,
big-bench-lite,logical deduction,0.20140000569999997,0.45299999710000005,,,0.2454365074,0.2795634925,0.1982000007,0.2872000038,0.4636,0.5204000000000001,0.5775999999999999,,,,,
big-bench-lite,novel concepts,0.09659090909090909,0.3153409090909091,,,0.36079545454545453,0.19602272727272727,0.19318181818181818,0.16761363636363635,0.2840909090909091,0.3125,0.4602272727272727,,,,,
big-bench-lite,play dialog,0.3759748202727273,0.551526289,,,0.4286708967272727,0.42914438790909093,0.6158645272727273,0.5625835384545455,0.5732787432727273,0.5296345810909091,0.5809937610909089,,,,,
big-bench-lite,strange stories,0.2847341325454545,0.4837049759999999,,,0.599025981,0.5746753161818181,0.5591766718181818,0.4202401364545454,0.679245283090909,0.7049742720000001,0.7735849075454545,,,,,
big-bench-lite,strategic qa,0.31567685599999995,0.5465065477000001,,,0.5334494859000001,0.6095383285,0.5224454167,0.5295196562,0.5460698689,0.6145414846999999,0.5960262008000001,,,,,
big-bench-lite,vitaminc fact verification,0.30573012290909085,0.6852371692727273,,,0.18133596800000001,0.23644145490909088,0.4083309505454546,0.6301442871818181,0.36419011963636366,0.786479705909091,0.8022176895454544,,,,,
big-bench-lite,winowhy,0.19166111172727274,0.6087577343636364,,,0.533711065090909,0.5515320381818182,0.5372045060909092,0.5711565994545453,0.5350468030909091,0.6015865460909091,0.5969855623636363,,,,,
