benchmark,task ,t0_3b,t0pp,falcon-7b-instruct,mpt-7b-instruct,alpaca-7b,alpaca-13b,flan-t5-small,flan-t5-base,flan-t5-large,flan-t5-xl,flan-t5-xxl,airoboros-13b,nous-hermes-13b,ultralm-13b,vicuna-13b,minotaur-15b
big-bench-hard,causal_judgement,,0.6093582887700534,0.4817647058823529,0.3481283422459895,,0.614919786096257,,,,0.607807486631016,0.6310160427807491,0.28090909090909094,0.5010695187165772,0.45828877005347596,0.6172727272727273,0.06272727272727269
big-bench-hard,disambiguation_qa,,0.33228723404255317,0.39037234042553215,0.14345744680851058,,0.4848404255319151,,,,0.7107446808510636,0.7098404255319137,0.42047872340425546,0.33957446808510633,0.32047872340425515,0.5261702127659572,0.09989361702127658
big-bench-hard,formal_fallacies,,0.4306521739130436,0.4378260869565217,0.07798913043478252,,0.47521739130434776,,,,0.4747826086956519,0.4788586956521738,0.008043478260869565,0.25217391304347836,0.04842391304347827,0.4380434782608693,0.00010869565217391305
big-bench-hard,geometric_shapes,,0.14146067415730332,0.1436516853932585,0.07606741573033701,,0.13421348314606746,,,,0.2492696629213481,0.2739887640449438,0.32151685393258433,0.09140449438202243,0.013258426966292137,0.28494382022471904,0.0484269662921348
big-bench-hard,hyperbaton,,0.19432258064516134,0.4866451612903224,0.32025806451612904,,0.5585806451612905,,,,0.6093548387096772,0.6325806451612906,0.5718064516129033,0.526,0.44258064516129036,0.4781290322580646,0.2693548387096775
big-bench-hard,logical_deduction_five_objects,,0.1836507936507935,0.21100529100529103,0.12089947089947091,,0.3176719576719574,,,,0.5093650793650795,0.5390476190476191,0.2818518518518519,0.11190476190476184,0.15809523809523807,0.33026455026455037,0.033915343915343885
big-bench-hard,logical_deduction_seven_objects,,0.18838709677419352,0.15747311827956997,0.09607526881720428,,0.21026881720430127,,,,0.5160752688172044,0.639193548387097,0.23865591397849467,0.04741935483870967,0.11026881720430112,0.2919892473118279,0.0318817204301075
big-bench-hard,logical_deduction_three_objects,,0.24823529411764703,0.34657754010695196,0.17187165775401067,,0.42909090909090886,,,,0.6388770053475935,0.6767379679144387,0.37374331550802126,0.18171122994652406,0.23144385026737965,0.4343315508021393,0.09203208556149728
big-bench-hard,movie_recommendation,,0.08099999999999985,0.2284444444444443,0.22394444444444453,,0.3497222222222226,,,,0.5584999999999999,0.6159444444444445,0.40716666666666645,0.3486111111111112,0.3046666666666667,0.5629999999999997,0.09738888888888887
big-bench-hard,navigate,,0.5452941176470588,0.4907647058823532,0.14994117647058822,,0.4767058823529412,,,,0.518176470588235,0.5697058823529411,0.29311764705882354,0.5568823529411756,0.024470588235294057,0.4784117647058827,0.015294117647058824
big-bench-hard,penguins_in_a_table,,0.2420765027322405,0.22573770491803277,0.078743169398907,,0.3090710382513662,,,,0.36480874316939893,0.45989071038251356,0.28551912568306004,0.10743169398907094,0.11885245901639344,0.3604918032786885,0.0614754098360655
big-bench-hard,ruin_names,,0.08216560509554134,0.2124203821656051,0.15789808917197448,,0.25554140127388536,,,,0.315859872611465,0.5159872611464971,0.24222929936305745,0.3353503184713375,0.18554140127388535,0.3310828025477707,0.1255414012738854
big-bench-hard,salient_translation_error_detection,,0.17294117647058824,0.19279411764705892,0.13330882352941187,,0.22279411764705892,,,,0.3915441176470587,0.2839705882352941,0.21492647058823547,0.10036764705882353,0.01860294117647058,0.3166911764705882,0.0061029411764705905
big-bench-hard,snarks,,0.07043209876543219,0.49771604938271613,0.41277777777777797,,0.49987654320987657,,,,0.6288271604938275,0.7000617283950616,0.47061728395061725,0.40648148148148144,0.1081481481481481,0.5751234567901236,0.0786419753086419
big-bench-hard,sports_understanding,,0.5452601156069367,0.5500578034682083,0.1394797687861272,,0.5726589595375722,,,,0.5701156069364159,0.5771676300578035,0.40283236994219634,0.4615028901734103,0.4460115606936415,0.6436994219653183,0.00855491329479769
big-bench-lite,bbq lite,0.31947767499999996,0.5161348925384616,,,0.331065822,0.45454936992307693,0.2864279289999999,0.5045504989230769,0.566515780846154,0.6695743296153847,0.7366978008461538,,,,,
big-bench-lite,code line description,0.6049999952,0.7116666556,,,0.675,0.821875,0.315,0.49833332909999994,0.6616666668000001,0.7183333666999999,0.7400000332,,,,,
big-bench-lite,conceptual combinations,,0.7475728193918864,,,0.5587606792222223,0.611111111,0.34843581766666665,0.546925568111111,0.5749730268888888,0.7508090536666667,0.7346278230000001,,,,,
big-bench-lite,hindu knowledge,0.25000000375,0.53571429475,,,0.497869312875,0.639204531875,0.28785714275,0.266428571375,0.35571428574999997,0.47357142862499996,0.55571428575,,,,,
big-bench-lite,known unknown,0.61413044475,0.7527173831249999,,,0.609375007625,0.71093751525,0.532608695375,0.6331521870000001,0.6875,0.6739130435,0.7907608694999999,,,,,
big-bench-lite,language identification,0.10786666633333335,0.1426444458888889,,,0.14566666633333333,0.21717778022222223,0.0945111108888889,0.12392222366666668,0.19162222222222225,0.25535555555555556,0.3158777777777778,,,,,
big-bench-lite,logic grid puzzle,,0.36000000105963814,,,0.25377777700000004,0.28655555522222226,0.28477777888888883,0.3084444437777778,0.33711111222222223,0.3882222208888889,0.3954444395555555,,,,,
big-bench-lite,logical deduction,0.20140000569999997,0.45299999710000005,,,0.2454365074,0.2795634925,0.1982000007,0.2872000038,0.4636,0.5204000000000001,0.5775999999999999,,,,,
big-bench-lite,novel concepts,0.09659090909090909,0.3153409090909091,,,0.36079545454545453,0.19602272727272727,0.19318181818181818,0.16761363636363635,0.2840909090909091,0.3125,0.4602272727272727,,,,,
big-bench-lite,play dialog,0.3759748202727273,0.551526289,,,0.4286708967272727,0.42914438790909093,0.6158645272727273,0.5625835384545455,0.5732787432727273,0.5296345810909091,0.5809937610909089,,,,,
big-bench-lite,strange stories,0.2847341325454545,0.4837049759999999,,,0.599025981,0.5746753161818181,0.5591766718181818,0.4202401364545454,0.679245283090909,0.7049742720000001,0.7735849075454545,,,,,
big-bench-lite,strategic qa,0.31567685599999995,0.5465065477000001,,,0.5334494859000001,0.6095383285,0.5224454167,0.5295196562,0.5460698689,0.6145414846999999,0.5960262008000001,,,,,
big-bench-lite,vitaminc fact verification,0.30573012290909085,0.6852371692727273,,,0.18133596800000001,0.23644145490909088,0.4083309505454546,0.6301442871818181,0.36419011963636366,0.786479705909091,0.8022176895454544,,,,,
big-bench-lite,winowhy,0.19166111172727274,0.6087577343636364,,,0.533711065090909,0.5515320381818182,0.5372045060909092,0.5711565994545453,0.5350468030909091,0.6015865460909091,0.5969855623636363,,,,,
