paraphrase idx,t0_3b_acc,t0pp_acc,falcon-7b-instruct_acc,mpt-7b-instruct_acc,alpaca-7b_acc,alpaca-13b_acc,flan-t5-small_acc,flan-t5-base_acc,flan-t5-large_acc,flan-t5-xl_acc,flan-t5-xxl_acc,airoboros-13b_acc,nous-hermes-13b_acc,ultralm-13b_acc,vicuna-13b_acc,minotaur-15b_acc
18,0.27,0.43,0.0,0.0,0.01,0.0,0.15,0.29,0.49,0.51,0.73,0.29,0.0,0.0,0.0,0.0
19,0.41,0.46,0.0,0.02,0.0,0.0,0.27,0.29,0.62,0.57,0.79,0.11,0.0,0.0,0.0,0.0
20,0.32,0.39,0.73,0.26,0.03,0.04,0.36,0.27,0.47,0.62,0.73,0.0,0.0,0.0,0.0,0.0
21,0.08,0.2,0.0,0.02,0.0,0.0,0.43,0.32,0.32,0.53,0.71,0.03,0.0,0.0,0.0,0.0
22,0.47,0.46,0.69,0.0,0.03,0.0,0.26,0.25,0.33,0.57,0.66,0.0,0.0,0.0,0.0,0.0
23,0.08,0.35,0.01,0.09,0.01,0.0,0.31,0.38,0.38,0.48,0.76,0.0,0.01,0.0,0.01,0.0
24,0.34,0.35,0.0,0.09,0.03,0.0,0.3,0.25,0.41,0.67,0.7,0.0,0.0,0.0,0.0,0.0
25,0.3,0.47,0.2,0.17,0.0,0.0,0.41,0.32,0.42,0.55,0.67,0.0,0.0,0.0,0.0,0.0
26,0.36,0.36,0.22,0.05,0.0,0.0,0.23,0.18,0.42,0.47,0.72,0.0,0.0,0.0,0.0,0.0
27,0.52,0.49,0.04,0.0,0.13,0.0,0.38,0.22,0.48,0.58,0.76,0.04,0.05,0.0,0.0,0.0
28,0.43,0.48,0.0,0.0,0.0,0.0,0.18,0.28,0.32,0.54,0.63,0.06,0.0,0.0,0.0,0.0
29,0.22,0.46,0.02,0.09,0.0,0.0,0.27,0.38,0.51,0.52,0.73,0.29,0.0,0.0,0.0,0.0
30,0.56,0.39,0.0,0.0,0.0,0.0,0.25,0.46,0.43,0.57,0.69,0.0,0.0,0.0,0.0,0.0
31,0.57,0.49,0.0,0.0,0.0,0.0,0.16,0.32,0.34,0.53,0.58,0.02,0.0,0.0,0.0,0.0
32,0.51,0.48,0.0,0.0,0.0,0.0,0.27,0.36,0.43,0.59,0.65,0.0,0.0,0.0,0.0,0.0
33,0.26,0.45,0.11,0.06,0.0,0.0,0.36,0.51,0.52,0.54,0.81,0.08,0.01,0.0,0.01,0.0
34,0.41,0.42,0.03,0.19,0.0,0.0,0.34,0.39,0.39,0.53,0.62,0.3,0.25,0.0,0.0,0.01
35,0.25,0.4,0.11,0.0,0.0,0.0,0.4,0.44,0.4,0.43,0.55,0.0,0.01,0.0,0.0,0.0
36,0.32,0.41,0.02,0.0,0.0,0.0,0.34,0.31,0.36,0.51,0.75,0.21,0.0,0.0,0.0,0.0
37,0.3,0.39,0.0,0.01,0.0,0.01,0.39,0.27,0.43,0.46,0.57,0.23,0.0,0.0,0.0,0.0
38,0.41,0.48,0.03,0.01,0.01,0.0,0.32,0.31,0.52,0.52,0.82,0.45,0.0,0.0,0.0,0.0
39,0.3,0.48,0.01,0.0,0.01,0.0,0.34,0.28,0.54,0.52,0.78,0.39,0.0,0.0,0.0,0.0
40,0.34,0.44,0.02,0.22,0.01,0.0,0.32,0.29,0.4,0.42,0.72,0.42,0.0,0.0,0.0,0.0
41,0.29,0.38,0.02,0.28,0.02,0.0,0.34,0.28,0.42,0.41,0.71,0.46,0.0,0.0,0.0,0.0
42,0.52,0.46,0.03,0.08,0.0,0.0,0.27,0.39,0.44,0.49,0.7,0.3,0.0,0.0,0.0,0.0
43,0.55,0.49,0.0,0.23,0.0,0.0,0.26,0.34,0.49,0.53,0.75,0.37,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.0,0.0
45,0.6,0.49,0.0,0.01,0.0,0.0,0.12,0.22,0.36,0.6,0.71,0.0,0.0,0.0,0.0,0.0
46,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.02,0.0,0.0,0.0,0.01,0.14
47,0.31,0.54,0.0,0.19,0.06,0.0,0.41,0.32,0.44,0.58,0.82,0.0,0.0,0.0,0.0,0.0
48,0.44,0.47,0.0,0.01,0.0,0.0,0.18,0.24,0.34,0.64,0.63,0.0,0.0,0.0,0.0,0.0
49,0.33,0.37,0.0,0.0,0.0,0.0,0.37,0.31,0.45,0.53,0.67,0.0,0.0,0.0,0.0,0.0
50,0.56,0.44,0.0,0.0,0.0,0.0,0.31,0.35,0.39,0.63,0.73,0.0,0.0,0.0,0.0,0.0
51,0.34,0.41,0.0,0.0,0.0,0.0,0.08,0.13,0.27,0.59,0.71,0.0,0.02,0.0,0.0,0.0
52,0.28,0.33,0.37,0.26,0.01,0.04,0.21,0.26,0.21,0.47,0.73,0.41,0.39,0.1,0.01,0.03
53,0.28,0.41,0.0,0.13,0.0,0.0,0.01,0.29,0.35,0.51,0.73,0.34,0.14,0.1,0.0,0.05
54,0.32,0.39,0.19,0.31,0.0,0.02,0.32,0.45,0.24,0.51,0.72,0.1,0.39,0.25,0.03,0.15
55,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0
56,0.37,0.42,0.0,0.0,0.0,0.01,0.36,0.27,0.36,0.63,0.83,0.17,0.07,0.0,0.02,0.0
57,0.38,0.44,0.0,0.0,0.0,0.0,0.38,0.32,0.43,0.6,0.82,0.09,0.01,0.0,0.0,0.0
58,0.3,0.41,0.43,0.05,0.02,0.0,0.29,0.25,0.32,0.53,0.79,0.17,0.28,0.01,0.04,0.02
59,0.29,0.36,0.21,0.32,0.03,0.02,0.17,0.33,0.16,0.51,0.73,0.41,0.4,0.08,0.01,0.02
60,0.27,0.33,0.0,0.27,0.0,0.0,0.35,0.41,0.35,0.44,0.6,0.27,0.11,0.0,0.01,0.03
61,0.41,0.45,0.0,0.15,0.0,0.01,0.04,0.37,0.5,0.53,0.74,0.37,0.09,0.0,0.0,0.0
62,0.37,0.42,0.14,0.41,0.0,0.0,0.36,0.48,0.47,0.52,0.74,0.34,0.13,0.05,0.0,0.0
63,0.48,0.39,0.05,0.31,0.0,0.0,0.36,0.47,0.43,0.53,0.75,0.32,0.36,0.04,0.0,0.05
64,0.32,0.41,0.0,0.16,0.0,0.0,0.44,0.4,0.4,0.51,0.74,0.34,0.14,0.01,0.0,0.01
65,0.36,0.41,0.16,0.3,0.0,0.01,0.41,0.57,0.42,0.49,0.72,0.36,0.04,0.04,0.0,0.02
66,0.23,0.32,0.01,0.36,0.0,0.0,0.0,0.21,0.28,0.47,0.68,0.34,0.4,0.02,0.0,0.03
67,0.35,0.39,0.13,0.32,0.05,0.02,0.23,0.24,0.36,0.49,0.77,0.41,0.03,0.0,0.0,0.0
68,0.36,0.47,0.06,0.21,0.02,0.0,0.19,0.38,0.47,0.62,0.8,0.35,0.4,0.32,0.03,0.13
69,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0
70,0.24,0.5,0.14,0.34,0.01,0.01,0.27,0.3,0.23,0.48,0.71,0.36,0.4,0.33,0.0,0.14
71,0.36,0.42,0.12,0.45,0.0,0.0,0.05,0.34,0.48,0.47,0.71,0.22,0.08,0.02,0.0,0.04
72,0.44,0.44,0.62,0.01,0.01,0.0,0.26,0.2,0.4,0.52,0.73,0.05,0.0,0.0,0.0,0.0
73,0.34,0.44,0.0,0.01,0.0,0.0,0.28,0.27,0.42,0.53,0.8,0.12,0.0,0.0,0.0,0.0
74,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0
75,0.44,0.44,0.0,0.01,0.01,0.0,0.27,0.25,0.44,0.47,0.75,0.16,0.0,0.0,0.0,0.0
76,0.32,0.36,0.02,0.03,0.01,0.0,0.09,0.31,0.5,0.48,0.72,0.22,0.0,0.01,0.01,0.02
77,0.39,0.32,0.07,0.21,0.01,0.0,0.49,0.46,0.57,0.54,0.7,0.11,0.29,0.08,0.01,0.04
78,0.32,0.43,0.04,0.35,0.0,0.0,0.37,0.37,0.41,0.55,0.81,0.14,0.23,0.15,0.0,0.06
79,0.47,0.51,0.0,0.0,0.0,0.0,0.46,0.37,0.44,0.46,0.65,0.03,0.0,0.0,0.01,0.0
80,0.21,0.42,0.3,0.37,0.01,0.01,0.47,0.47,0.36,0.53,0.71,0.15,0.48,0.09,0.02,0.16
81,0.48,0.44,0.27,0.32,0.01,0.01,0.1,0.27,0.34,0.52,0.57,0.25,0.1,0.07,0.0,0.0
82,0.53,0.41,0.07,0.18,0.01,0.01,0.16,0.35,0.52,0.55,0.7,0.35,0.11,0.01,0.0,0.0
83,0.56,0.53,0.2,0.18,0.01,0.0,0.24,0.32,0.51,0.49,0.78,0.17,0.04,0.04,0.0,0.01
84,0.57,0.47,0.35,0.01,0.14,0.0,0.03,0.36,0.36,0.54,0.83,0.07,0.01,0.0,0.0,0.0
85,0.59,0.55,0.0,0.0,0.0,0.0,0.27,0.23,0.45,0.56,0.8,0.12,0.0,0.0,0.01,0.0
86,0.4,0.49,0.3,0.32,0.01,0.02,0.46,0.4,0.54,0.51,0.67,0.4,0.47,0.08,0.01,0.08
87,0.37,0.39,0.02,0.27,0.0,0.0,0.54,0.3,0.56,0.57,0.7,0.39,0.18,0.0,0.0,0.01
88,0.44,0.4,0.01,0.23,0.0,0.01,0.54,0.55,0.4,0.45,0.55,0.13,0.02,0.0,0.04,0.0
89,0.44,0.37,0.01,0.21,0.0,0.01,0.57,0.32,0.51,0.55,0.71,0.31,0.3,0.0,0.0,0.01
90,0.38,0.37,0.13,0.13,0.0,0.01,0.14,0.19,0.27,0.24,0.83,0.3,0.04,0.0,0.01,0.0
91,0.36,0.41,0.21,0.38,0.04,0.01,0.45,0.45,0.51,0.51,0.74,0.4,0.23,0.0,0.01,0.02
92,0.36,0.43,0.02,0.03,0.0,0.0,0.4,0.18,0.3,0.46,0.69,0.03,0.07,0.0,0.01,0.0
93,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0
94,0.44,0.46,0.0,0.01,0.0,0.0,0.05,0.36,0.51,0.64,0.84,0.27,0.0,0.0,0.02,0.0
95,0.28,0.43,0.08,0.34,0.0,0.0,0.36,0.42,0.4,0.5,0.78,0.19,0.34,0.14,0.02,0.12
96,0.38,0.42,0.05,0.19,0.05,0.01,0.53,0.32,0.45,0.52,0.68,0.36,0.33,0.0,0.0,0.01
97,0.44,0.42,0.11,0.12,0.0,0.0,0.46,0.41,0.35,0.64,0.8,0.01,0.01,0.0,0.0,0.01
98,0.45,0.43,0.0,0.24,0.0,0.0,0.48,0.37,0.47,0.61,0.73,0.21,0.17,0.0,0.0,0.01
99,0.3,0.43,0.04,0.22,0.0,0.02,0.26,0.39,0.26,0.55,0.75,0.13,0.27,0.1,0.01,0.09
100,0.37,0.4,0.02,0.04,0.0,0.01,0.41,0.34,0.36,0.56,0.77,0.01,0.0,0.0,0.0,0.02
101,0.38,0.39,0.01,0.05,0.0,0.0,0.42,0.37,0.45,0.56,0.72,0.28,0.0,0.0,0.0,0.0
102,0.44,0.39,0.0,0.01,0.0,0.0,0.37,0.39,0.46,0.62,0.71,0.13,0.13,0.0,0.0,0.08
103,0.37,0.48,0.07,0.1,0.0,0.0,0.43,0.45,0.45,0.58,0.82,0.24,0.21,0.0,0.0,0.02
104,0.41,0.44,0.07,0.25,0.0,0.02,0.38,0.59,0.51,0.57,0.69,0.33,0.42,0.0,0.0,0.0
105,0.47,0.51,0.12,0.17,0.01,0.0,0.41,0.48,0.48,0.59,0.87,0.16,0.0,0.0,0.0,0.0
106,0.32,0.32,0.08,0.3,0.07,0.0,0.05,0.34,0.27,0.49,0.55,0.34,0.09,0.0,0.0,0.0
107,0.35,0.43,0.1,0.32,0.01,0.02,0.29,0.31,0.45,0.49,0.67,0.4,0.0,0.0,0.01,0.01
108,0.41,0.44,0.0,0.0,0.0,0.0,0.35,0.41,0.58,0.56,0.84,0.13,0.0,0.0,0.01,0.0
109,0.31,0.37,0.49,0.0,0.0,0.0,0.19,0.28,0.32,0.56,0.7,0.09,0.0,0.0,0.01,0.0
110,0.19,0.3,0.15,0.41,0.0,0.02,0.05,0.26,0.15,0.53,0.63,0.36,0.17,0.09,0.03,0.01
111,0.4,0.48,0.01,0.26,0.01,0.01,0.02,0.37,0.37,0.51,0.79,0.48,0.21,0.06,0.0,0.01
112,0.41,0.43,0.03,0.38,0.01,0.01,0.47,0.43,0.48,0.54,0.79,0.41,0.21,0.0,0.01,0.01
113,0.39,0.42,0.25,0.42,0.0,0.0,0.41,0.53,0.61,0.52,0.8,0.29,0.02,0.0,0.01,0.01
114,0.41,0.37,0.07,0.29,0.04,0.03,0.36,0.36,0.46,0.55,0.72,0.39,0.21,0.08,0.02,0.04
115,0.39,0.49,0.07,0.43,0.02,0.03,0.52,0.44,0.48,0.52,0.77,0.44,0.05,0.0,0.0,0.0
116,0.35,0.39,0.51,0.04,0.02,0.03,0.35,0.28,0.33,0.61,0.81,0.13,0.07,0.0,0.05,0.0
117,0.4,0.4,0.29,0.34,0.02,0.03,0.39,0.44,0.52,0.55,0.7,0.39,0.39,0.12,0.0,0.02
118,0.44,0.49,0.0,0.02,0.0,0.0,0.13,0.4,0.48,0.6,0.78,0.12,0.0,0.0,0.02,0.0
119,0.33,0.38,0.02,0.0,0.0,0.01,0.33,0.49,0.55,0.59,0.78,0.31,0.08,0.0,0.0,0.0
120,0.35,0.4,0.0,0.16,0.0,0.01,0.5,0.38,0.47,0.53,0.69,0.26,0.3,0.0,0.01,0.01
121,0.42,0.38,0.04,0.0,0.0,0.01,0.46,0.44,0.53,0.5,0.78,0.2,0.09,0.0,0.03,0.01
122,0.38,0.39,0.0,0.01,0.0,0.0,0.3,0.25,0.37,0.57,0.83,0.24,0.02,0.0,0.0,0.0
123,0.39,0.48,0.0,0.0,0.0,0.0,0.4,0.51,0.46,0.57,0.71,0.26,0.13,0.0,0.02,0.0
124,0.44,0.37,0.0,0.04,0.01,0.0,0.53,0.41,0.51,0.52,0.62,0.27,0.01,0.0,0.01,0.0
125,0.36,0.39,0.02,0.0,0.0,0.0,0.3,0.15,0.31,0.54,0.79,0.27,0.05,0.0,0.0,0.0
126,0.33,0.46,0.05,0.3,0.03,0.05,0.37,0.39,0.57,0.52,0.74,0.39,0.24,0.07,0.01,0.04
127,0.35,0.3,0.21,0.3,0.0,0.02,0.34,0.36,0.25,0.46,0.78,0.36,0.1,0.0,0.01,0.0
128,0.38,0.37,0.0,0.01,0.02,0.0,0.49,0.49,0.55,0.55,0.83,0.3,0.0,0.0,0.02,0.0
129,0.35,0.37,0.01,0.05,0.0,0.0,0.34,0.4,0.45,0.61,0.77,0.09,0.03,0.0,0.02,0.0
130,0.44,0.42,0.05,0.37,0.0,0.0,0.36,0.29,0.39,0.6,0.64,0.07,0.34,0.02,0.02,0.03
131,0.37,0.44,0.32,0.29,0.01,0.04,0.3,0.46,0.49,0.61,0.84,0.27,0.0,0.0,0.02,0.0
132,0.24,0.35,0.19,0.43,0.0,0.01,0.05,0.25,0.14,0.57,0.61,0.33,0.17,0.08,0.02,0.01
133,0.3,0.4,0.0,0.19,0.0,0.0,0.05,0.43,0.44,0.49,0.72,0.41,0.11,0.04,0.0,0.0
134,0.26,0.29,0.01,0.03,0.0,0.0,0.29,0.37,0.3,0.15,0.28,0.0,0.0,0.0,0.0,0.0
135,0.34,0.43,0.17,0.33,0.0,0.0,0.32,0.43,0.25,0.49,0.74,0.13,0.42,0.28,0.02,0.13
136,0.41,0.37,0.18,0.34,0.01,0.0,0.39,0.45,0.47,0.57,0.73,0.33,0.13,0.08,0.0,0.02
137,0.41,0.35,0.08,0.28,0.01,0.0,0.48,0.44,0.43,0.45,0.78,0.28,0.12,0.0,0.0,0.01
138,0.31,0.43,0.0,0.27,0.0,0.02,0.42,0.53,0.51,0.59,0.78,0.17,0.05,0.0,0.0,0.02
139,0.29,0.33,0.0,0.03,0.0,0.0,0.3,0.3,0.03,0.31,0.59,0.0,0.0,0.0,0.0,0.0
140,0.32,0.37,0.04,0.08,0.0,0.0,0.32,0.37,0.39,0.59,0.79,0.27,0.2,0.0,0.04,0.0
141,0.46,0.48,0.0,0.0,0.0,0.0,0.45,0.36,0.47,0.67,0.8,0.0,0.0,0.0,0.0,0.0
142,0.36,0.37,0.19,0.36,0.06,0.08,0.25,0.31,0.24,0.49,0.79,0.44,0.17,0.0,0.0,0.0
143,0.29,0.44,0.0,0.19,0.0,0.0,0.0,0.37,0.38,0.5,0.72,0.37,0.11,0.06,0.02,0.07
144,0.31,0.4,0.02,0.35,0.0,0.0,0.3,0.38,0.4,0.5,0.78,0.12,0.24,0.15,0.01,0.06
145,0.39,0.24,0.0,0.26,0.0,0.0,0.4,0.41,0.38,0.51,0.64,0.14,0.12,0.0,0.0,0.03
146,0.07,0.28,0.02,0.19,0.0,0.0,0.05,0.13,0.34,0.19,0.41,0.0,0.02,0.0,0.01,0.0
147,0.4,0.39,0.3,0.27,0.04,0.05,0.28,0.23,0.28,0.41,0.81,0.39,0.13,0.0,0.01,0.0
148,0.04,0.45,0.04,0.28,0.0,0.0,0.08,0.25,0.33,0.56,0.82,0.11,0.06,0.1,0.03,0.0
149,0.25,0.32,0.0,0.12,0.0,0.0,0.06,0.35,0.26,0.44,0.68,0.22,0.06,0.04,0.01,0.0
150,0.35,0.43,0.0,0.02,0.0,0.0,0.41,0.34,0.47,0.44,0.68,0.02,0.03,0.0,0.0,0.01
151,0.44,0.29,0.0,0.02,0.0,0.0,0.36,0.38,0.12,0.43,0.17,0.04,0.0,0.01,0.0,0.01
152,0.33,0.41,0.18,0.32,0.0,0.04,0.39,0.4,0.39,0.44,0.83,0.38,0.03,0.0,0.0,0.01
153,0.31,0.33,0.13,0.05,0.0,0.0,0.34,0.25,0.4,0.39,0.82,0.24,0.0,0.0,0.01,0.0
154,0.35,0.38,0.07,0.36,0.0,0.0,0.39,0.39,0.5,0.59,0.79,0.14,0.02,0.0,0.02,0.0
155,0.43,0.39,0.0,0.0,0.02,0.0,0.46,0.46,0.57,0.64,0.84,0.2,0.0,0.0,0.05,0.0
156,0.37,0.2,0.0,0.0,0.0,0.0,0.15,0.31,0.34,0.16,0.02,0.11,0.02,0.0,0.0,0.0
157,0.2,0.41,0.47,0.13,0.0,0.0,0.45,0.46,0.45,0.64,0.75,0.03,0.1,0.0,0.01,0.0
158,0.21,0.43,0.2,0.42,0.0,0.01,0.23,0.15,0.37,0.45,0.84,0.22,0.03,0.0,0.0,0.0
159,0.31,0.36,0.01,0.32,0.0,0.01,0.11,0.24,0.12,0.51,0.72,0.38,0.27,0.06,0.0,0.0
160,0.44,0.41,0.19,0.4,0.0,0.0,0.42,0.54,0.59,0.52,0.79,0.31,0.02,0.0,0.01,0.0
161,0.34,0.41,0.33,0.13,0.01,0.01,0.42,0.3,0.48,0.55,0.77,0.04,0.11,0.0,0.0,0.01
162,0.16,0.44,0.1,0.53,0.03,0.0,0.44,0.42,0.43,0.58,0.82,0.0,0.02,0.01,0.0,0.0
163,0.33,0.37,0.25,0.35,0.0,0.06,0.42,0.35,0.44,0.49,0.87,0.34,0.03,0.0,0.01,0.0
164,0.26,0.42,0.1,0.39,0.0,0.01,0.1,0.25,0.22,0.42,0.73,0.36,0.0,0.0,0.02,0.01
165,0.34,0.38,0.25,0.36,0.01,0.01,0.06,0.29,0.4,0.45,0.65,0.36,0.26,0.08,0.01,0.04
166,0.23,0.38,0.02,0.24,0.0,0.0,0.21,0.39,0.47,0.58,0.76,0.01,0.18,0.01,0.0,0.0
167,0.33,0.4,0.24,0.32,0.0,0.0,0.33,0.51,0.38,0.56,0.7,0.29,0.34,0.08,0.01,0.01
168,0.48,0.45,0.19,0.29,0.03,0.04,0.46,0.53,0.36,0.61,0.7,0.0,0.02,0.05,0.0,0.0
169,0.34,0.33,0.28,0.01,0.0,0.02,0.31,0.25,0.24,0.53,0.83,0.23,0.02,0.0,0.0,0.0
170,0.34,0.43,0.19,0.38,0.0,0.0,0.37,0.38,0.49,0.43,0.85,0.42,0.03,0.0,0.0,0.0
171,0.32,0.48,0.14,0.31,0.01,0.02,0.38,0.48,0.37,0.57,0.68,0.25,0.48,0.16,0.04,0.15
172,0.38,0.44,0.34,0.29,0.02,0.07,0.47,0.45,0.54,0.5,0.7,0.43,0.42,0.1,0.01,0.04
173,0.28,0.32,0.0,0.25,0.0,0.0,0.37,0.43,0.34,0.51,0.64,0.21,0.14,0.0,0.0,0.01
174,0.44,0.45,0.0,0.16,0.0,0.0,0.06,0.36,0.51,0.57,0.75,0.4,0.06,0.01,0.0,0.0
175,0.39,0.51,0.18,0.31,0.02,0.01,0.39,0.5,0.46,0.54,0.77,0.34,0.13,0.08,0.0,0.03
176,0.4,0.44,0.04,0.39,0.0,0.0,0.35,0.53,0.54,0.53,0.73,0.34,0.33,0.06,0.0,0.05
177,0.46,0.48,0.04,0.08,0.0,0.0,0.34,0.55,0.61,0.56,0.7,0.26,0.1,0.0,0.0,0.01
178,0.38,0.4,0.15,0.29,0.0,0.01,0.47,0.52,0.46,0.55,0.74,0.29,0.32,0.03,0.05,0.04
179,0.37,0.41,0.14,0.24,0.01,0.0,0.43,0.49,0.45,0.52,0.69,0.36,0.25,0.01,0.02,0.0
180,0.47,0.4,0.01,0.21,0.01,0.0,0.59,0.49,0.48,0.53,0.75,0.27,0.22,0.02,0.01,0.01
181,0.46,0.4,0.05,0.14,0.0,0.03,0.4,0.4,0.52,0.53,0.73,0.13,0.2,0.03,0.03,0.05
182,0.39,0.37,0.13,0.36,0.0,0.01,0.51,0.51,0.54,0.59,0.77,0.39,0.24,0.04,0.0,0.01
183,0.41,0.42,0.06,0.29,0.01,0.0,0.48,0.52,0.43,0.5,0.72,0.28,0.28,0.01,0.0,0.02
184,0.31,0.38,0.0,0.25,0.0,0.0,0.0,0.26,0.2,0.49,0.7,0.32,0.08,0.01,0.0,0.0
185,0.45,0.44,0.0,0.25,0.0,0.0,0.48,0.42,0.44,0.56,0.75,0.2,0.13,0.0,0.0,0.0
186,0.34,0.34,0.07,0.11,0.0,0.0,0.21,0.21,0.28,0.57,0.8,0.27,0.1,0.0,0.0,0.0
187,0.39,0.43,0.33,0.37,0.03,0.04,0.46,0.44,0.53,0.51,0.73,0.36,0.27,0.0,0.02,0.0
188,0.29,0.25,0.0,0.19,0.0,0.0,0.34,0.4,0.44,0.51,0.57,0.23,0.03,0.0,0.0,0.02
189,0.34,0.39,0.02,0.22,0.0,0.0,0.52,0.36,0.45,0.54,0.7,0.28,0.27,0.0,0.03,0.0
190,0.43,0.44,0.0,0.16,0.0,0.0,0.08,0.3,0.54,0.51,0.79,0.39,0.11,0.03,0.02,0.01
191,0.33,0.42,0.14,0.26,0.0,0.01,0.26,0.41,0.23,0.52,0.72,0.2,0.48,0.24,0.05,0.11
192,0.14,0.36,0.15,0.25,0.02,0.28,0.42,0.45,0.57,0.55,0.58,0.03,0.06,0.0,0.59,0.0
193,0.45,0.43,0.54,0.21,0.64,0.37,0.0,0.18,0.45,0.54,0.71,0.18,0.17,0.0,0.46,0.0
194,0.1,0.41,0.13,0.31,0.03,0.1,0.14,0.4,0.16,0.57,0.65,0.04,0.0,0.0,0.0,0.0
195,0.12,0.4,0.32,0.29,0.0,0.05,0.12,0.41,0.28,0.56,0.65,0.0,0.0,0.0,0.0,0.0
196,0.38,0.51,0.61,0.44,0.5,0.44,0.0,0.45,0.49,0.48,0.75,0.17,0.11,0.0,0.41,0.0
197,0.09,0.42,0.3,0.17,0.44,0.51,0.48,0.67,0.58,0.41,0.7,0.03,0.14,0.0,0.72,0.0
198,0.01,0.36,0.15,0.14,0.13,0.16,0.05,0.35,0.22,0.53,0.8,0.01,0.0,0.0,0.0,0.01
199,0.22,0.37,0.18,0.34,0.54,0.45,0.52,0.46,0.38,0.58,0.6,0.0,0.07,0.0,0.73,0.0
200,0.25,0.36,0.03,0.23,0.1,0.31,0.47,0.47,0.43,0.54,0.62,0.0,0.0,0.0,0.17,0.0
201,0.2,0.38,0.21,0.29,0.37,0.48,0.49,0.56,0.55,0.58,0.69,0.0,0.09,0.0,0.82,0.0
202,0.12,0.39,0.02,0.1,0.24,0.1,0.42,0.61,0.04,0.31,0.59,0.0,0.0,0.0,0.03,0.0
203,0.1,0.45,0.2,0.05,0.07,0.09,0.2,0.42,0.25,0.51,0.76,0.0,0.0,0.01,0.31,0.0
204,0.05,0.31,0.0,0.01,0.0,0.0,0.09,0.0,0.03,0.22,0.02,0.0,0.0,0.0,0.0,0.0
205,0.23,0.41,0.32,0.34,0.4,0.45,0.52,0.55,0.53,0.47,0.51,0.01,0.18,0.0,0.84,0.0
206,0.23,0.36,0.17,0.27,0.02,0.45,0.5,0.54,0.36,0.54,0.67,0.0,0.0,0.0,0.31,0.0
