paraphrase idx,t0_3b_acc,t0pp_acc,falcon-7b-instruct_acc,mpt-7b-instruct_acc,alpaca-7b_acc,alpaca-13b_acc,flan-t5-small_acc,flan-t5-base_acc,flan-t5-large_acc,flan-t5-xl_acc,flan-t5-xxl_acc,airoboros-13b_acc,nous-hermes-13b_acc,ultralm-13b_acc,vicuna-13b_acc,minotaur-15b_acc
36,0.55,0.55,0.39,0.48,0.29,0.05,0.38,0.4,0.5,0.61,0.65,0.12,0.47,0.03,0.0,0.04
37,0.49,0.55,0.38,0.45,0.1,0.1,0.22,0.4,0.53,0.56,0.69,0.35,0.49,0.03,0.04,0.29
38,0.39,0.52,0.4,0.58,0.07,0.05,0.41,0.47,0.54,0.58,0.65,0.55,0.68,0.08,0.02,0.16
39,0.39,0.56,0.37,0.47,0.4,0.12,0.4,0.38,0.5,0.56,0.61,0.3,0.35,0.02,0.03,0.08
40,0.39,0.51,0.35,0.55,0.3,0.13,0.17,0.4,0.51,0.55,0.61,0.23,0.38,0.02,0.07,0.28
41,0.47,0.5,0.52,0.43,0.16,0.14,0.47,0.27,0.54,0.53,0.5,0.53,0.71,0.25,0.03,0.48
42,0.35,0.6,0.39,0.58,0.15,0.06,0.19,0.5,0.51,0.61,0.68,0.5,0.72,0.05,0.01,0.29
43,0.49,0.59,0.01,0.01,0.0,0.0,0.41,0.44,0.51,0.56,0.64,0.3,0.0,0.0,0.0,0.0
44,0.52,0.6,0.06,0.32,0.03,0.0,0.42,0.42,0.51,0.61,0.65,0.5,0.0,0.08,0.02,0.0
45,0.47,0.63,0.08,0.16,0.0,0.01,0.45,0.32,0.53,0.53,0.66,0.13,0.0,0.1,0.02,0.02
46,0.45,0.48,0.4,0.55,0.17,0.35,0.34,0.33,0.48,0.49,0.67,0.42,0.35,0.65,0.3,0.26
47,0.44,0.54,0.25,0.21,0.0,0.02,0.48,0.43,0.4,0.57,0.66,0.03,0.08,0.07,0.01,0.02
48,0.04,0.39,0.18,0.38,0.07,0.11,0.03,0.28,0.52,0.53,0.64,0.01,0.16,0.05,0.0,0.01
49,0.51,0.47,0.04,0.38,0.01,0.0,0.43,0.36,0.46,0.52,0.69,0.13,0.15,0.11,0.0,0.26
50,0.43,0.49,0.0,0.17,0.04,0.01,0.29,0.41,0.38,0.45,0.53,0.22,0.02,0.04,0.02,0.02
51,0.51,0.53,0.42,0.55,0.16,0.24,0.47,0.51,0.52,0.51,0.62,0.38,0.4,0.57,0.3,0.28
52,0.42,0.57,0.38,0.42,0.16,0.12,0.38,0.38,0.54,0.57,0.64,0.05,0.36,0.01,0.01,0.02
53,0.34,0.36,0.0,0.13,0.03,0.04,0.37,0.44,0.39,0.45,0.43,0.02,0.0,0.01,0.0,0.0
54,0.38,0.51,0.38,0.43,0.08,0.08,0.44,0.4,0.46,0.58,0.45,0.38,0.63,0.25,0.11,0.54
55,0.5,0.56,0.09,0.44,0.01,0.11,0.49,0.45,0.45,0.52,0.69,0.1,0.08,0.16,0.01,0.07
56,0.48,0.49,0.38,0.61,0.07,0.06,0.43,0.39,0.49,0.44,0.53,0.18,0.26,0.58,0.01,0.24
57,0.39,0.51,0.13,0.51,0.21,0.03,0.33,0.37,0.48,0.52,0.59,0.29,0.26,0.32,0.03,0.05
58,0.53,0.47,0.12,0.4,0.06,0.03,0.39,0.42,0.42,0.48,0.72,0.08,0.29,0.2,0.01,0.04
59,0.44,0.53,0.18,0.26,0.06,0.0,0.56,0.49,0.45,0.54,0.62,0.02,0.0,0.01,0.01,0.0
60,0.4,0.52,0.29,0.47,0.19,0.06,0.42,0.4,0.45,0.55,0.63,0.09,0.35,0.01,0.0,0.04
61,0.48,0.51,0.43,0.48,0.22,0.05,0.3,0.42,0.54,0.49,0.65,0.37,0.6,0.65,0.21,0.29
62,0.51,0.51,0.07,0.17,0.0,0.04,0.46,0.47,0.45,0.53,0.69,0.04,0.04,0.06,0.0,0.04
63,0.48,0.51,0.46,0.47,0.05,0.02,0.53,0.44,0.38,0.5,0.44,0.47,0.66,0.37,0.01,0.48
64,0.0,0.02,0.0,0.04,0.01,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0
65,0.51,0.49,0.13,0.05,0.03,0.01,0.51,0.42,0.46,0.57,0.61,0.08,0.06,0.0,0.0,0.0
66,0.02,0.31,0.38,0.32,0.01,0.0,0.55,0.43,0.46,0.51,0.48,0.29,0.02,0.19,0.02,0.0
67,0.49,0.59,0.51,0.58,0.02,0.1,0.32,0.38,0.54,0.54,0.7,0.47,0.31,0.59,0.14,0.3
68,0.48,0.52,0.31,0.52,0.05,0.02,0.46,0.34,0.6,0.6,0.79,0.45,0.55,0.24,0.14,0.07
69,0.46,0.6,0.47,0.64,0.1,0.12,0.39,0.45,0.54,0.64,0.67,0.52,0.43,0.7,0.28,0.67
70,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0
71,0.49,0.53,0.46,0.55,0.11,0.08,0.41,0.41,0.46,0.55,0.56,0.41,0.67,0.22,0.1,0.64
72,0.47,0.52,0.0,0.35,0.0,0.0,0.22,0.4,0.5,0.55,0.76,0.03,0.29,0.25,0.01,0.02
73,0.38,0.44,0.19,0.36,0.0,0.0,0.5,0.44,0.44,0.5,0.57,0.04,0.05,0.01,0.0,0.0
74,0.5,0.51,0.17,0.49,0.24,0.01,0.45,0.44,0.48,0.47,0.62,0.17,0.24,0.51,0.03,0.05
75,0.38,0.45,0.08,0.52,0.09,0.1,0.27,0.27,0.33,0.48,0.57,0.26,0.5,0.43,0.01,0.18
76,0.47,0.53,0.13,0.46,0.3,0.17,0.47,0.4,0.5,0.49,0.48,0.41,0.47,0.05,0.11,0.3
77,0.45,0.46,0.2,0.1,0.01,0.0,0.54,0.48,0.49,0.55,0.55,0.02,0.01,0.04,0.04,0.01
78,0.35,0.54,0.01,0.13,0.01,0.01,0.41,0.41,0.54,0.49,0.74,0.01,0.0,0.0,0.0,0.0
79,0.44,0.48,0.42,0.21,0.01,0.12,0.37,0.39,0.52,0.55,0.72,0.0,0.06,0.01,0.0,0.0
80,0.42,0.51,0.46,0.6,0.02,0.03,0.43,0.44,0.53,0.59,0.66,0.48,0.46,0.7,0.09,0.53
81,0.06,0.21,0.23,0.2,0.0,0.0,0.41,0.44,0.5,0.52,0.59,0.39,0.0,0.0,0.0,0.0
82,0.48,0.54,0.01,0.34,0.0,0.0,0.47,0.44,0.51,0.56,0.75,0.04,0.2,0.11,0.01,0.04
83,0.4,0.45,0.05,0.45,0.02,0.0,0.43,0.45,0.52,0.57,0.62,0.27,0.0,0.0,0.18,0.0
84,0.37,0.57,0.3,0.56,0.2,0.11,0.4,0.38,0.5,0.55,0.61,0.33,0.36,0.0,0.01,0.11
85,0.5,0.57,0.01,0.0,0.0,0.0,0.42,0.43,0.56,0.55,0.68,0.04,0.0,0.0,0.0,0.0
86,0.43,0.53,0.24,0.48,0.28,0.19,0.3,0.39,0.5,0.62,0.63,0.14,0.36,0.02,0.03,0.02
87,0.39,0.44,0.37,0.59,0.08,0.07,0.2,0.13,0.49,0.55,0.61,0.37,0.34,0.55,0.09,0.34
88,0.42,0.51,0.03,0.38,0.01,0.0,0.45,0.3,0.43,0.52,0.58,0.15,0.0,0.0,0.11,0.01
89,0.48,0.53,0.42,0.44,0.17,0.08,0.41,0.37,0.44,0.54,0.57,0.48,0.62,0.22,0.01,0.52
90,0.47,0.45,0.06,0.44,0.11,0.14,0.36,0.4,0.28,0.55,0.63,0.36,0.64,0.11,0.03,0.36
91,0.49,0.51,0.35,0.57,0.43,0.1,0.31,0.4,0.54,0.54,0.59,0.4,0.66,0.15,0.02,0.32
92,0.47,0.54,0.01,0.01,0.03,0.02,0.41,0.36,0.55,0.64,0.61,0.0,0.01,0.03,0.0,0.01
93,0.3,0.6,0.31,0.57,0.26,0.09,0.3,0.38,0.5,0.54,0.62,0.42,0.48,0.02,0.03,0.15
94,0.48,0.55,0.01,0.0,0.0,0.0,0.36,0.43,0.46,0.62,0.64,0.15,0.0,0.0,0.0,0.0
95,0.54,0.57,0.25,0.57,0.28,0.02,0.41,0.4,0.57,0.51,0.57,0.5,0.64,0.1,0.08,0.29
96,0.53,0.6,0.0,0.18,0.0,0.0,0.35,0.37,0.52,0.58,0.61,0.04,0.0,0.03,0.0,0.0
97,0.41,0.51,0.36,0.46,0.43,0.09,0.42,0.45,0.5,0.6,0.61,0.47,0.21,0.01,0.02,0.08
98,0.01,0.16,0.07,0.19,0.0,0.0,0.45,0.4,0.55,0.51,0.56,0.12,0.0,0.04,0.02,0.0
99,0.53,0.6,0.3,0.44,0.16,0.06,0.38,0.5,0.53,0.6,0.74,0.2,0.03,0.44,0.03,0.26
100,0.42,0.49,0.38,0.53,0.16,0.17,0.37,0.37,0.52,0.57,0.53,0.29,0.47,0.06,0.09,0.04
101,0.37,0.51,0.47,0.62,0.33,0.2,0.33,0.32,0.54,0.59,0.57,0.52,0.68,0.02,0.01,0.09
102,0.47,0.47,0.06,0.44,0.0,0.01,0.13,0.27,0.3,0.47,0.59,0.02,0.34,0.13,0.01,0.05
103,0.34,0.49,0.0,0.07,0.05,0.02,0.33,0.4,0.41,0.47,0.56,0.17,0.35,0.04,0.01,0.15
104,0.44,0.48,0.3,0.55,0.07,0.01,0.31,0.23,0.51,0.49,0.64,0.29,0.34,0.19,0.0,0.02
105,0.51,0.58,0.01,0.27,0.0,0.0,0.35,0.31,0.37,0.56,0.64,0.11,0.26,0.04,0.01,0.02
106,0.46,0.53,0.45,0.54,0.14,0.08,0.42,0.45,0.43,0.55,0.67,0.39,0.19,0.54,0.09,0.1
107,0.5,0.53,0.11,0.12,0.0,0.0,0.45,0.5,0.42,0.57,0.72,0.1,0.0,0.1,0.06,0.04
108,0.48,0.51,0.0,0.0,0.01,0.0,0.52,0.44,0.5,0.59,0.6,0.05,0.0,0.01,0.0,0.0
109,0.49,0.53,0.01,0.32,0.08,0.2,0.47,0.51,0.47,0.47,0.7,0.13,0.19,0.1,0.02,0.03
110,0.34,0.55,0.41,0.53,0.3,0.05,0.3,0.5,0.5,0.59,0.61,0.33,0.54,0.02,0.01,0.34
111,0.46,0.51,0.44,0.52,0.2,0.27,0.47,0.45,0.47,0.53,0.7,0.38,0.4,0.6,0.22,0.26
112,0.48,0.47,0.02,0.33,0.04,0.0,0.37,0.43,0.51,0.48,0.67,0.14,0.11,0.05,0.03,0.05
113,0.44,0.47,0.04,0.06,0.0,0.01,0.47,0.46,0.48,0.54,0.68,0.16,0.02,0.2,0.02,0.05
114,0.51,0.49,0.09,0.36,0.01,0.05,0.44,0.45,0.47,0.53,0.66,0.08,0.15,0.13,0.05,0.06
115,0.39,0.57,0.46,0.59,0.11,0.05,0.4,0.42,0.5,0.61,0.66,0.54,0.72,0.02,0.01,0.12
116,0.53,0.52,0.03,0.2,0.01,0.02,0.47,0.46,0.54,0.58,0.74,0.07,0.23,0.35,0.06,0.06
117,0.45,0.56,0.02,0.22,0.0,0.0,0.39,0.39,0.45,0.55,0.74,0.01,0.14,0.14,0.03,0.04
118,0.44,0.5,0.48,0.58,0.04,0.06,0.32,0.46,0.56,0.57,0.72,0.49,0.14,0.41,0.08,0.22
119,0.41,0.56,0.44,0.57,0.0,0.1,0.34,0.43,0.54,0.56,0.69,0.53,0.68,0.02,0.0,0.12
120,0.55,0.61,0.01,0.33,0.01,0.0,0.47,0.4,0.53,0.58,0.77,0.06,0.19,0.17,0.0,0.04
121,0.45,0.61,0.4,0.58,0.24,0.05,0.41,0.33,0.59,0.6,0.74,0.38,0.33,0.01,0.0,0.01
122,0.5,0.61,0.02,0.13,0.07,0.02,0.39,0.39,0.5,0.6,0.77,0.03,0.05,0.09,0.01,0.02
123,0.44,0.57,0.47,0.57,0.06,0.14,0.4,0.38,0.45,0.59,0.56,0.4,0.71,0.24,0.12,0.65
124,0.5,0.58,0.47,0.58,0.02,0.07,0.41,0.44,0.57,0.6,0.72,0.48,0.34,0.69,0.0,0.59
125,0.5,0.5,0.48,0.52,0.16,0.41,0.47,0.44,0.52,0.51,0.6,0.34,0.38,0.6,0.27,0.27
126,0.38,0.54,0.24,0.45,0.31,0.24,0.28,0.37,0.52,0.51,0.53,0.28,0.3,0.02,0.02,0.09
127,0.47,0.53,0.39,0.52,0.06,0.19,0.45,0.41,0.4,0.58,0.54,0.41,0.63,0.22,0.12,0.54
128,0.43,0.44,0.34,0.59,0.07,0.05,0.45,0.44,0.46,0.5,0.54,0.14,0.24,0.62,0.02,0.26
129,0.45,0.49,0.13,0.54,0.24,0.05,0.34,0.38,0.48,0.51,0.6,0.27,0.27,0.33,0.07,0.08
130,0.55,0.52,0.07,0.38,0.04,0.02,0.48,0.4,0.43,0.52,0.7,0.07,0.23,0.21,0.0,0.07
131,0.45,0.45,0.19,0.03,0.04,0.02,0.48,0.39,0.54,0.6,0.59,0.08,0.07,0.01,0.0,0.0
132,0.55,0.55,0.16,0.12,0.0,0.0,0.38,0.32,0.35,0.49,0.64,0.08,0.02,0.08,0.03,0.01
133,0.31,0.41,0.0,0.1,0.03,0.03,0.41,0.4,0.34,0.46,0.34,0.02,0.0,0.0,0.0,0.0
134,0.44,0.45,0.41,0.42,0.08,0.06,0.47,0.43,0.49,0.57,0.55,0.38,0.6,0.21,0.13,0.55
135,0.5,0.47,0.42,0.53,0.08,0.04,0.44,0.44,0.47,0.55,0.57,0.32,0.29,0.63,0.07,0.44
136,0.47,0.45,0.02,0.07,0.0,0.0,0.38,0.27,0.39,0.58,0.58,0.18,0.08,0.0,0.0,0.04
137,0.41,0.54,0.38,0.52,0.22,0.06,0.33,0.41,0.49,0.57,0.63,0.11,0.35,0.03,0.01,0.02
138,0.48,0.57,0.15,0.16,0.0,0.05,0.46,0.42,0.46,0.54,0.71,0.1,0.02,0.11,0.03,0.09
139,0.48,0.5,0.45,0.55,0.08,0.03,0.48,0.43,0.52,0.5,0.68,0.46,0.14,0.51,0.12,0.12
140,0.43,0.49,0.02,0.24,0.3,0.05,0.42,0.42,0.41,0.51,0.69,0.07,0.03,0.21,0.0,0.06
141,0.45,0.49,0.04,0.26,0.04,0.05,0.36,0.35,0.48,0.53,0.67,0.0,0.17,0.03,0.01,0.0
142,0.49,0.53,0.03,0.29,0.01,0.01,0.45,0.43,0.43,0.49,0.7,0.22,0.11,0.26,0.01,0.17
143,0.5,0.48,0.2,0.36,0.02,0.03,0.49,0.45,0.44,0.56,0.64,0.06,0.09,0.13,0.04,0.02
144,0.55,0.48,0.05,0.37,0.01,0.02,0.46,0.44,0.45,0.52,0.66,0.09,0.1,0.11,0.0,0.02
145,0.51,0.52,0.09,0.19,0.04,0.06,0.44,0.42,0.53,0.54,0.71,0.06,0.15,0.2,0.0,0.04
146,0.5,0.48,0.04,0.4,0.1,0.08,0.48,0.52,0.43,0.52,0.7,0.16,0.22,0.05,0.02,0.05
147,0.52,0.47,0.44,0.58,0.2,0.06,0.44,0.45,0.49,0.5,0.63,0.48,0.13,0.51,0.08,0.06
148,0.54,0.51,0.12,0.15,0.01,0.0,0.44,0.53,0.48,0.54,0.68,0.09,0.02,0.12,0.02,0.06
149,0.44,0.52,0.34,0.46,0.16,0.11,0.36,0.38,0.47,0.58,0.59,0.05,0.33,0.02,0.0,0.02
150,0.01,0.29,0.17,0.21,0.0,0.0,0.58,0.38,0.48,0.51,0.52,0.16,0.0,0.06,0.05,0.0
151,0.49,0.49,0.1,0.2,0.0,0.03,0.48,0.42,0.48,0.52,0.69,0.03,0.03,0.06,0.02,0.01
152,0.01,0.26,0.44,0.37,0.0,0.0,0.54,0.41,0.45,0.52,0.48,0.32,0.01,0.08,0.05,0.0
153,0.57,0.49,0.42,0.47,0.13,0.07,0.49,0.44,0.48,0.54,0.64,0.43,0.24,0.45,0.06,0.14
154,0.38,0.47,0.42,0.43,0.08,0.11,0.47,0.36,0.44,0.58,0.51,0.39,0.64,0.22,0.14,0.54
155,0.39,0.36,0.02,0.44,0.05,0.06,0.32,0.34,0.3,0.43,0.33,0.07,0.37,0.06,0.0,0.06
156,0.0,0.0,0.0,0.53,0.03,0.03,0.0,0.01,0.0,0.02,0.0,0.03,0.09,0.0,0.01,0.02
157,0.41,0.49,0.02,0.49,0.23,0.16,0.21,0.3,0.24,0.44,0.51,0.34,0.5,0.09,0.04,0.28
158,0.51,0.47,0.35,0.61,0.02,0.1,0.44,0.37,0.45,0.46,0.65,0.48,0.11,0.57,0.22,0.49
159,0.46,0.5,0.32,0.59,0.2,0.13,0.42,0.45,0.53,0.57,0.67,0.04,0.27,0.01,0.05,0.02
160,0.42,0.41,0.07,0.48,0.03,0.13,0.29,0.25,0.34,0.51,0.61,0.25,0.42,0.46,0.04,0.14
161,0.48,0.5,0.27,0.46,0.11,0.09,0.37,0.36,0.46,0.51,0.6,0.36,0.16,0.61,0.04,0.42
162,0.47,0.47,0.13,0.01,0.02,0.02,0.41,0.39,0.5,0.56,0.57,0.05,0.07,0.01,0.0,0.0
163,0.26,0.44,0.23,0.01,0.04,0.03,0.48,0.4,0.46,0.53,0.48,0.06,0.11,0.01,0.0,0.0
164,0.48,0.55,0.46,0.62,0.0,0.14,0.47,0.42,0.58,0.66,0.7,0.42,0.75,0.57,0.12,0.62
165,0.5,0.52,0.51,0.54,0.01,0.0,0.4,0.43,0.5,0.52,0.55,0.42,0.65,0.28,0.06,0.59
166,0.46,0.55,0.39,0.53,0.23,0.06,0.4,0.34,0.57,0.57,0.73,0.38,0.33,0.04,0.0,0.01
167,0.47,0.49,0.47,0.41,0.17,0.36,0.45,0.42,0.48,0.52,0.64,0.37,0.38,0.6,0.33,0.31
168,0.37,0.57,0.37,0.43,0.14,0.13,0.37,0.41,0.54,0.55,0.63,0.04,0.32,0.03,0.0,0.01
169,0.47,0.51,0.46,0.58,0.05,0.06,0.46,0.49,0.54,0.56,0.61,0.42,0.15,0.61,0.01,0.46
170,0.44,0.48,0.49,0.43,0.12,0.08,0.46,0.41,0.48,0.53,0.45,0.38,0.69,0.27,0.06,0.6
171,0.43,0.53,0.13,0.58,0.18,0.03,0.36,0.38,0.47,0.52,0.61,0.3,0.21,0.3,0.02,0.06
172,0.05,0.43,0.47,0.47,0.46,0.57,0.4,0.26,0.46,0.59,0.69,0.32,0.52,0.07,0.49,0.05
173,0.0,0.44,0.55,0.47,0.54,0.58,0.47,0.34,0.49,0.65,0.69,0.07,0.5,0.01,0.51,0.04
174,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
175,0.43,0.53,0.42,0.52,0.36,0.14,0.43,0.46,0.42,0.53,0.58,0.48,0.32,0.47,0.14,0.37
176,0.25,0.48,0.52,0.47,0.56,0.55,0.54,0.5,0.48,0.64,0.73,0.51,0.38,0.38,0.59,0.12
177,0.18,0.44,0.49,0.28,0.44,0.3,0.24,0.4,0.43,0.62,0.6,0.48,0.11,0.47,0.49,0.42
178,0.46,0.55,0.59,0.26,0.43,0.6,0.44,0.34,0.52,0.64,0.72,0.46,0.48,0.05,0.71,0.02
179,0.17,0.5,0.17,0.42,0.24,0.35,0.48,0.17,0.45,0.62,0.68,0.44,0.63,0.13,0.13,0.21
180,0.43,0.46,0.43,0.5,0.23,0.53,0.51,0.4,0.48,0.46,0.51,0.43,0.59,0.66,0.46,0.39
181,0.49,0.51,0.58,0.49,0.44,0.5,0.5,0.4,0.47,0.57,0.56,0.52,0.51,0.59,0.46,0.11
182,0.48,0.49,0.31,0.46,0.32,0.42,0.32,0.34,0.42,0.57,0.6,0.37,0.38,0.31,0.44,0.5
183,0.18,0.47,0.0,0.33,0.02,0.31,0.36,0.18,0.44,0.69,0.72,0.44,0.38,0.4,0.18,0.33
184,0.02,0.49,0.53,0.51,0.52,0.59,0.47,0.38,0.46,0.64,0.68,0.05,0.52,0.01,0.5,0.02
185,0.05,0.39,0.54,0.48,0.53,0.58,0.5,0.38,0.48,0.63,0.68,0.03,0.52,0.01,0.52,0.04
186,0.16,0.47,0.52,0.34,0.52,0.53,0.47,0.44,0.48,0.62,0.69,0.44,0.44,0.14,0.59,0.31
187,0.31,0.43,0.55,0.45,0.55,0.55,0.56,0.36,0.52,0.6,0.7,0.25,0.47,0.0,0.57,0.03
188,0.2,0.39,0.5,0.5,0.55,0.6,0.49,0.38,0.47,0.68,0.71,0.48,0.5,0.25,0.59,0.64
189,0.23,0.5,0.49,0.48,0.46,0.51,0.43,0.41,0.45,0.54,0.47,0.52,0.61,0.18,0.43,0.62
190,0.25,0.5,0.36,0.41,0.19,0.35,0.5,0.38,0.43,0.62,0.71,0.21,0.47,0.35,0.1,0.13
191,0.17,0.42,0.56,0.29,0.53,0.54,0.47,0.38,0.43,0.62,0.66,0.13,0.49,0.02,0.62,0.03
192,0.2,0.47,0.06,0.44,0.21,0.41,0.47,0.17,0.48,0.65,0.71,0.41,0.52,0.17,0.18,0.22
193,0.51,0.42,0.04,0.32,0.35,0.57,0.51,0.34,0.32,0.37,0.29,0.38,0.33,0.33,0.15,0.38
194,0.49,0.41,0.48,0.43,0.41,0.52,0.58,0.33,0.3,0.34,0.27,0.18,0.25,0.05,0.23,0.38
195,0.59,0.44,0.05,0.13,0.51,0.39,0.42,0.45,0.2,0.53,0.23,0.0,0.04,0.02,0.04,0.01
196,0.55,0.56,0.05,0.47,0.0,0.17,0.46,0.51,0.63,0.65,0.84,0.02,0.15,0.0,0.0,0.06
197,0.54,0.52,0.04,0.2,0.49,0.44,0.45,0.39,0.13,0.54,0.17,0.0,0.03,0.04,0.09,0.03
198,0.22,0.43,0.06,0.05,0.48,0.33,0.34,0.35,0.24,0.38,0.0,0.54,0.1,0.06,0.47,0.11
199,0.49,0.52,0.07,0.15,0.06,0.01,0.41,0.3,0.52,0.69,0.3,0.07,0.05,0.22,0.0,0.03
200,0.45,0.53,0.0,0.01,0.0,0.0,0.49,0.39,0.59,0.59,0.64,0.05,0.0,0.0,0.0,0.0
201,0.49,0.45,0.17,0.36,0.05,0.19,0.56,0.42,0.42,0.33,0.34,0.34,0.27,0.13,0.29,0.02
202,0.52,0.39,0.09,0.15,0.33,0.33,0.54,0.37,0.38,0.42,0.34,0.65,0.49,0.33,0.04,0.43
203,0.43,0.49,0.47,0.46,0.5,0.53,0.54,0.41,0.54,0.64,0.58,0.27,0.65,0.25,0.51,0.31
204,0.01,0.37,0.6,0.34,0.53,0.47,0.42,0.39,0.52,0.5,0.59,0.03,0.58,0.0,0.51,0.08
205,0.23,0.45,0.06,0.43,0.04,0.2,0.48,0.14,0.27,0.0,0.6,0.48,0.09,0.06,0.12,0.0
206,0.26,0.45,0.08,0.3,0.03,0.34,0.49,0.08,0.27,0.0,0.64,0.35,0.1,0.01,0.23,0.0
