paraphrase idx,falcon-7b-instruct_acc,mpt-7b-instruct_acc,flan-t5-xl_acc,flan-t5-xxl_acc,t0pp_acc,alpaca-13b_acc,airoboros-13b_acc,nous-hermes-13b_acc,ultralm-13b_acc,vicuna-13b_acc,minotaur-15b_acc
114,0.51,0.59,0.64,0.64,0.63,0.62,0.12,0.48,0.54,0.64,0.04
115,0.51,0.51,0.57,0.7,0.59,0.59,0.2,0.5,0.61,0.63,0.0
116,0.49,0.59,0.65,0.6,0.62,0.62,0.03,0.46,0.38,0.6,0.03
117,0.5,0.56,0.58,0.62,0.65,0.64,0.2,0.47,0.17,0.57,0.19
118,0.49,0.52,0.65,0.64,0.58,0.62,0.39,0.47,0.56,0.55,0.38
119,0.46,0.36,0.59,0.6,0.53,0.56,0.17,0.49,0.56,0.58,0.14
120,0.5,0.49,0.62,0.6,0.6,0.58,0.22,0.48,0.44,0.6,0.05
121,0.51,0.44,0.59,0.62,0.62,0.61,0.23,0.48,0.29,0.63,0.03
122,0.46,0.44,0.59,0.62,0.66,0.66,0.42,0.48,0.37,0.59,0.39
123,0.52,0.52,0.61,0.63,0.61,0.61,0.35,0.52,0.39,0.58,0.04
124,0.43,0.53,0.62,0.63,0.64,0.59,0.24,0.49,0.48,0.59,0.06
125,0.49,0.44,0.6,0.65,0.6,0.61,0.26,0.55,0.43,0.6,0.05
126,0.49,0.46,0.63,0.63,0.6,0.63,0.3,0.54,0.46,0.62,0.05
127,0.5,0.45,0.62,0.67,0.57,0.62,0.25,0.53,0.32,0.67,0.02
128,0.49,0.46,0.64,0.65,0.64,0.6,0.58,0.56,0.59,0.64,0.02
129,0.5,0.51,0.64,0.63,0.67,0.57,0.2,0.5,0.29,0.59,0.0
130,0.49,0.52,0.61,0.62,0.62,0.62,0.14,0.49,0.57,0.61,0.05
131,0.48,0.48,0.61,0.66,0.6,0.58,0.23,0.57,0.47,0.59,0.04
132,0.48,0.57,0.54,0.63,0.6,0.61,0.56,0.51,0.45,0.64,0.13
133,0.45,0.37,0.57,0.61,0.59,0.62,0.49,0.54,0.59,0.65,0.1
134,0.45,0.47,0.65,0.65,0.62,0.63,0.15,0.5,0.59,0.63,0.12
135,0.46,0.49,0.62,0.61,0.66,0.66,0.39,0.54,0.57,0.57,0.04
136,0.44,0.56,0.63,0.62,0.68,0.62,0.25,0.53,0.64,0.62,0.03
137,0.43,0.47,0.64,0.63,0.59,0.59,0.52,0.53,0.54,0.65,0.02
138,0.51,0.49,0.66,0.65,0.65,0.6,0.31,0.49,0.62,0.61,0.03
139,0.5,0.47,0.64,0.63,0.68,0.61,0.2,0.64,0.62,0.68,0.04
140,0.45,0.48,0.57,0.62,0.56,0.6,0.51,0.71,0.58,0.62,0.13
141,0.51,0.37,0.64,0.66,0.62,0.63,0.14,0.49,0.59,0.68,0.05
142,0.46,0.07,0.62,0.6,0.65,0.61,0.16,0.44,0.45,0.64,0.0
143,0.51,0.34,0.61,0.65,0.66,0.64,0.34,0.53,0.59,0.62,0.04
144,0.48,0.38,0.62,0.65,0.67,0.62,0.41,0.5,0.57,0.66,0.04
145,0.49,0.42,0.57,0.65,0.6,0.62,0.36,0.47,0.57,0.65,0.15
146,0.49,0.51,0.6,0.67,0.63,0.6,0.42,0.63,0.58,0.66,0.09
147,0.46,0.57,0.61,0.63,0.6,0.6,0.42,0.55,0.63,0.6,0.08
148,0.5,0.45,0.63,0.64,0.6,0.61,0.37,0.51,0.6,0.59,0.06
149,0.52,0.49,0.63,0.63,0.59,0.62,0.31,0.45,0.67,0.67,0.03
150,0.44,0.45,0.69,0.66,0.64,0.58,0.33,0.5,0.62,0.65,0.03
151,0.49,0.48,0.63,0.61,0.56,0.65,0.17,0.54,0.42,0.61,0.08
152,0.46,0.41,0.63,0.65,0.56,0.61,0.56,0.5,0.51,0.58,0.28
153,0.45,0.47,0.65,0.63,0.63,0.61,0.34,0.62,0.53,0.63,0.09
154,0.47,0.56,0.58,0.63,0.64,0.62,0.23,0.49,0.64,0.62,0.0
155,0.54,0.53,0.6,0.64,0.58,0.61,0.46,0.47,0.55,0.61,0.12
156,0.45,0.56,0.62,0.69,0.63,0.63,0.39,0.53,0.42,0.63,0.1
157,0.48,0.42,0.61,0.68,0.65,0.6,0.52,0.51,0.51,0.59,0.28
158,0.51,0.51,0.63,0.63,0.68,0.59,0.58,0.47,0.54,0.59,0.32
159,0.49,0.57,0.63,0.65,0.62,0.64,0.48,0.55,0.35,0.62,0.04
160,0.54,0.47,0.61,0.65,0.6,0.62,0.16,0.56,0.39,0.58,0.07
161,0.51,0.38,0.62,0.66,0.61,0.54,0.44,0.48,0.52,0.62,0.44
162,0.52,0.53,0.62,0.62,0.62,0.58,0.57,0.52,0.6,0.59,0.3
163,0.5,0.65,0.62,0.62,0.69,0.58,0.47,0.55,0.59,0.61,0.02
164,0.49,0.34,0.6,0.66,0.52,0.54,0.51,0.47,0.47,0.6,0.43
165,0.44,0.43,0.62,0.62,0.6,0.56,0.2,0.24,0.28,0.52,0.01
166,0.51,0.56,0.59,0.65,0.6,0.59,0.2,0.53,0.27,0.57,0.03
167,0.52,0.52,0.6,0.63,0.63,0.6,0.61,0.5,0.58,0.57,0.27
168,0.52,0.38,0.62,0.63,0.57,0.6,0.47,0.46,0.56,0.64,0.37
169,0.53,0.41,0.57,0.64,0.55,0.6,0.48,0.46,0.55,0.67,0.01
170,0.45,0.46,0.58,0.65,0.63,0.65,0.39,0.53,0.55,0.6,0.14
171,0.5,0.5,0.56,0.64,0.64,0.58,0.28,0.57,0.57,0.59,0.08
172,0.45,0.44,0.61,0.66,0.64,0.62,0.33,0.52,0.61,0.61,0.1
173,0.44,0.54,0.6,0.62,0.64,0.61,0.34,0.53,0.6,0.64,0.13
174,0.48,0.54,0.64,0.64,0.63,0.61,0.36,0.5,0.57,0.61,0.17
175,0.46,0.52,0.62,0.59,0.62,0.59,0.47,0.59,0.54,0.6,0.0
176,0.48,0.46,0.61,0.6,0.64,0.61,0.34,0.64,0.58,0.6,0.01
177,0.47,0.52,0.58,0.62,0.6,0.64,0.3,0.55,0.55,0.63,0.03
178,0.42,0.56,0.6,0.62,0.61,0.62,0.25,0.49,0.57,0.61,0.04
179,0.48,0.46,0.57,0.67,0.68,0.64,0.17,0.47,0.52,0.61,0.11
180,0.49,0.24,0.59,0.62,0.61,0.55,0.05,0.46,0.49,0.65,0.06
181,0.44,0.5,0.62,0.65,0.64,0.63,0.34,0.53,0.58,0.62,0.12
182,0.46,0.41,0.61,0.65,0.62,0.6,0.33,0.5,0.55,0.59,0.25
183,0.45,0.52,0.61,0.65,0.68,0.59,0.41,0.52,0.61,0.64,0.14
184,0.41,0.51,0.57,0.63,0.64,0.61,0.53,0.5,0.57,0.62,0.05
185,0.46,0.59,0.56,0.61,0.63,0.62,0.61,0.48,0.61,0.62,0.05
186,0.46,0.39,0.59,0.65,0.65,0.62,0.29,0.57,0.29,0.62,0.09
187,0.46,0.49,0.61,0.63,0.65,0.59,0.27,0.65,0.59,0.59,0.07
