paraphrase idx,falcon-7b-instruct_acc,mpt-7b-instruct_acc,flan-t5-xl_acc,flan-t5-xxl_acc,t0pp_acc,alpaca-13b_acc,airoboros-13b_acc,nous-hermes-13b_acc,ultralm-13b_acc,vicuna-13b_acc,minotaur-15b_acc
43,0.26,0.09,0.34,0.49,0.21,0.29,0.36,0.12,0.12,0.33,0.1
44,0.23,0.16,0.38,0.46,0.22,0.3,0.33,0.17,0.15,0.31,0.06
45,0.21,0.12,0.38,0.5,0.19,0.28,0.3,0.07,0.23,0.37,0.07
46,0.26,0.14,0.38,0.48,0.19,0.32,0.27,0.17,0.32,0.38,0.02
47,0.18,0.18,0.36,0.47,0.18,0.31,0.27,0.13,0.15,0.4,0.07
48,0.19,0.2,0.29,0.43,0.18,0.32,0.35,0.24,0.26,0.39,0.12
49,0.22,0.11,0.39,0.45,0.22,0.28,0.26,0.07,0.1,0.38,0.13
50,0.22,0.2,0.4,0.48,0.23,0.29,0.27,0.1,0.02,0.39,0.01
51,0.26,0.03,0.31,0.46,0.27,0.35,0.29,0.04,0.04,0.37,0.12
52,0.23,0.0,0.39,0.43,0.26,0.34,0.29,0.0,0.01,0.34,0.11
53,0.18,0.01,0.37,0.46,0.25,0.37,0.26,0.0,0.03,0.33,0.06
54,0.24,0.07,0.31,0.45,0.3,0.3,0.28,0.02,0.15,0.27,0.06
55,0.22,0.0,0.34,0.47,0.27,0.32,0.29,0.01,0.04,0.37,0.04
56,0.24,0.02,0.38,0.47,0.25,0.33,0.24,0.01,0.0,0.38,0.03
57,0.25,0.12,0.3,0.49,0.24,0.27,0.21,0.01,0.09,0.33,0.02
58,0.24,0.06,0.36,0.49,0.26,0.33,0.25,0.01,0.0,0.35,0.02
59,0.23,0.03,0.44,0.5,0.25,0.33,0.24,0.01,0.0,0.34,0.05
60,0.22,0.02,0.37,0.5,0.21,0.35,0.21,0.01,0.0,0.39,0.0
61,0.24,0.02,0.31,0.46,0.28,0.29,0.33,0.0,0.0,0.35,0.02
62,0.26,0.1,0.3,0.4,0.23,0.29,0.27,0.0,0.0,0.31,0.0
63,0.24,0.03,0.34,0.4,0.28,0.29,0.25,0.01,0.01,0.26,0.01
64,0.18,0.03,0.36,0.44,0.3,0.33,0.3,0.01,0.02,0.41,0.07
65,0.2,0.06,0.42,0.44,0.26,0.37,0.23,0.01,0.04,0.37,0.09
66,0.16,0.06,0.36,0.49,0.24,0.34,0.24,0.01,0.01,0.39,0.09
67,0.19,0.03,0.41,0.46,0.26,0.34,0.25,0.0,0.0,0.35,0.02
68,0.22,0.05,0.35,0.44,0.25,0.34,0.24,0.0,0.02,0.37,0.01
69,0.22,0.05,0.35,0.48,0.27,0.35,0.27,0.02,0.0,0.37,0.02
70,0.18,0.06,0.4,0.49,0.27,0.32,0.21,0.0,0.0,0.34,0.05
71,0.22,0.01,0.37,0.47,0.29,0.36,0.18,0.0,0.0,0.32,0.05
72,0.23,0.08,0.3,0.45,0.25,0.28,0.26,0.0,0.0,0.3,0.01
73,0.23,0.04,0.37,0.45,0.23,0.33,0.21,0.0,0.0,0.4,0.02
74,0.19,0.02,0.39,0.49,0.28,0.34,0.19,0.0,0.06,0.39,0.03
75,0.21,0.01,0.39,0.45,0.25,0.33,0.28,0.0,0.02,0.37,0.1
76,0.24,0.01,0.4,0.46,0.33,0.33,0.21,0.0,0.05,0.33,0.03
77,0.26,0.05,0.25,0.51,0.2,0.3,0.23,0.04,0.21,0.31,0.05
78,0.26,0.12,0.31,0.44,0.23,0.29,0.23,0.01,0.03,0.34,0.01
79,0.23,0.11,0.31,0.42,0.24,0.3,0.26,0.02,0.1,0.29,0.01
80,0.23,0.14,0.29,0.4,0.26,0.3,0.27,0.03,0.07,0.28,0.01
81,0.16,0.03,0.37,0.52,0.26,0.32,0.21,0.01,0.0,0.37,0.07
82,0.26,0.03,0.34,0.41,0.3,0.32,0.22,0.01,0.01,0.33,0.07
83,0.23,0.06,0.34,0.5,0.28,0.3,0.2,0.0,0.0,0.38,0.1
84,0.2,0.08,0.34,0.48,0.24,0.33,0.27,0.03,0.01,0.36,0.01
85,0.24,0.12,0.38,0.48,0.23,0.36,0.21,0.0,0.0,0.34,0.08
86,0.14,0.12,0.33,0.45,0.29,0.35,0.23,0.0,0.01,0.35,0.02
87,0.24,0.0,0.4,0.52,0.27,0.34,0.19,0.0,0.0,0.43,0.06
88,0.25,0.08,0.38,0.52,0.17,0.33,0.22,0.03,0.0,0.31,0.03
89,0.22,0.03,0.37,0.42,0.21,0.33,0.25,0.0,0.0,0.37,0.09
90,0.22,0.03,0.42,0.49,0.27,0.31,0.3,0.0,0.0,0.34,0.02
91,0.22,0.03,0.36,0.48,0.31,0.34,0.2,0.01,0.0,0.31,0.04
92,0.22,0.09,0.39,0.46,0.22,0.35,0.29,0.0,0.01,0.37,0.04
93,0.22,0.08,0.42,0.47,0.31,0.3,0.25,0.01,0.01,0.4,0.08
94,0.17,0.06,0.39,0.47,0.22,0.35,0.27,0.0,0.0,0.29,0.02
95,0.21,0.04,0.36,0.47,0.28,0.31,0.2,0.0,0.0,0.38,0.04
96,0.2,0.08,0.38,0.48,0.27,0.34,0.25,0.04,0.0,0.37,0.03
97,0.17,0.11,0.38,0.44,0.32,0.35,0.22,0.01,0.02,0.37,0.08
98,0.19,0.02,0.4,0.53,0.29,0.31,0.17,0.02,0.01,0.35,0.07
99,0.22,0.04,0.36,0.48,0.3,0.33,0.24,0.0,0.01,0.32,0.03
100,0.28,0.06,0.35,0.55,0.27,0.37,0.23,0.0,0.01,0.28,0.04
101,0.18,0.09,0.39,0.47,0.28,0.34,0.19,0.01,0.0,0.34,0.07
102,0.24,0.01,0.36,0.49,0.24,0.31,0.33,0.0,0.0,0.31,0.05
103,0.24,0.05,0.41,0.46,0.28,0.31,0.2,0.01,0.0,0.31,0.02
104,0.21,0.03,0.36,0.42,0.28,0.33,0.22,0.0,0.0,0.37,0.0
105,0.2,0.08,0.38,0.5,0.29,0.31,0.2,0.01,0.0,0.29,0.04
106,0.24,0.04,0.4,0.46,0.22,0.33,0.21,0.0,0.0,0.34,0.04
107,0.2,0.07,0.35,0.47,0.26,0.32,0.26,0.04,0.0,0.38,0.04
108,0.23,0.06,0.36,0.47,0.28,0.3,0.21,0.02,0.0,0.36,0.08
109,0.21,0.07,0.3,0.48,0.22,0.32,0.22,0.0,0.0,0.34,0.06
110,0.23,0.05,0.37,0.46,0.21,0.3,0.39,0.26,0.24,0.41,0.13
111,0.24,0.04,0.35,0.51,0.24,0.33,0.33,0.19,0.26,0.38,0.14
112,0.31,0.02,0.36,0.53,0.26,0.31,0.37,0.26,0.26,0.44,0.14
113,0.22,0.01,0.42,0.48,0.23,0.35,0.31,0.22,0.26,0.41,0.16
114,0.23,0.02,0.4,0.47,0.23,0.35,0.35,0.27,0.27,0.36,0.13
115,0.23,0.03,0.35,0.49,0.25,0.35,0.34,0.28,0.26,0.36,0.21
116,0.22,0.03,0.41,0.5,0.26,0.31,0.33,0.2,0.2,0.34,0.07
117,0.26,0.01,0.41,0.45,0.26,0.35,0.3,0.2,0.17,0.42,0.05
118,0.21,0.02,0.36,0.5,0.27,0.31,0.28,0.27,0.25,0.46,0.12
119,0.24,0.03,0.39,0.51,0.27,0.32,0.32,0.23,0.31,0.45,0.06
120,0.22,0.02,0.33,0.49,0.24,0.31,0.33,0.27,0.3,0.44,0.16
121,0.19,0.06,0.4,0.49,0.27,0.28,0.29,0.28,0.28,0.43,0.26
122,0.25,0.0,0.39,0.47,0.3,0.3,0.35,0.21,0.2,0.46,0.07
123,0.24,0.02,0.08,0.44,0.26,0.3,0.31,0.28,0.21,0.41,0.06
124,0.26,0.0,0.24,0.45,0.27,0.32,0.29,0.2,0.25,0.38,0.05
125,0.22,0.02,0.41,0.48,0.25,0.32,0.37,0.29,0.29,0.44,0.16
126,0.21,0.01,0.39,0.48,0.29,0.35,0.3,0.26,0.25,0.47,0.1
127,0.2,0.01,0.25,0.25,0.2,0.25,0.18,0.06,0.18,0.23,0.02
128,0.25,0.0,0.25,0.05,0.0,0.25,0.13,0.0,0.0,0.22,0.12
129,0.23,0.0,0.25,0.0,0.0,0.25,0.13,0.0,0.0,0.25,0.09
130,0.26,0.0,0.37,0.49,0.28,0.3,0.33,0.31,0.16,0.41,0.01
131,0.22,0.0,0.37,0.46,0.3,0.32,0.25,0.14,0.35,0.44,0.02
132,0.19,0.21,0.45,0.47,0.24,0.3,0.35,0.05,0.04,0.43,0.02
133,0.23,0.01,0.42,0.49,0.24,0.3,0.31,0.15,0.26,0.38,0.01
134,0.23,0.2,0.39,0.49,0.26,0.35,0.26,0.17,0.06,0.4,0.04
135,0.18,0.16,0.4,0.48,0.23,0.28,0.28,0.08,0.08,0.41,0.08
136,0.24,0.05,0.17,0.31,0.24,0.24,0.35,0.04,0.01,0.18,0.13
137,0.24,0.08,0.2,0.27,0.19,0.22,0.35,0.06,0.01,0.15,0.13
138,0.24,0.0,0.39,0.54,0.24,0.27,0.33,0.12,0.28,0.4,0.01
139,0.25,0.02,0.37,0.35,0.21,0.27,0.23,0.0,0.0,0.25,0.04
140,0.2,0.21,0.31,0.45,0.24,0.29,0.29,0.05,0.14,0.29,0.11
141,0.25,0.0,0.4,0.47,0.28,0.33,0.3,0.16,0.31,0.4,0.03
142,0.25,0.03,0.41,0.44,0.26,0.31,0.32,0.11,0.28,0.41,0.02
143,0.23,0.22,0.4,0.48,0.3,0.31,0.31,0.04,0.05,0.35,0.03
144,0.26,0.23,0.3,0.45,0.31,0.28,0.28,0.15,0.11,0.31,0.08
145,0.23,0.0,0.38,0.46,0.28,0.34,0.29,0.2,0.28,0.37,0.01
146,0.21,0.02,0.4,0.5,0.26,0.27,0.32,0.2,0.34,0.41,0.11
147,0.21,0.06,0.38,0.44,0.27,0.32,0.32,0.24,0.24,0.38,0.04
148,0.2,0.0,0.38,0.5,0.26,0.34,0.34,0.29,0.27,0.39,0.09
149,0.22,0.04,0.37,0.52,0.23,0.34,0.29,0.21,0.3,0.38,0.03
150,0.24,0.06,0.39,0.44,0.3,0.34,0.32,0.27,0.21,0.4,0.04
151,0.24,0.01,0.41,0.48,0.23,0.29,0.31,0.31,0.25,0.42,0.3
152,0.22,0.04,0.39,0.46,0.28,0.33,0.35,0.29,0.26,0.46,0.13
153,0.15,0.16,0.39,0.48,0.26,0.34,0.33,0.03,0.01,0.41,0.01
154,0.2,0.02,0.42,0.51,0.27,0.29,0.28,0.12,0.2,0.39,0.04
155,0.23,0.03,0.39,0.5,0.31,0.31,0.31,0.25,0.31,0.45,0.06
156,0.27,0.01,0.44,0.45,0.28,0.26,0.33,0.14,0.23,0.4,0.09
157,0.23,0.02,0.38,0.28,0.28,0.36,0.38,0.07,0.0,0.41,0.03
158,0.2,0.02,0.36,0.29,0.24,0.35,0.32,0.09,0.0,0.43,0.03
159,0.21,0.02,0.39,0.52,0.28,0.34,0.31,0.28,0.28,0.38,0.07
160,0.26,0.0,0.34,0.54,0.26,0.3,0.32,0.2,0.23,0.39,0.08
161,0.28,0.03,0.44,0.53,0.26,0.31,0.32,0.2,0.3,0.38,0.09
162,0.26,0.02,0.38,0.48,0.24,0.31,0.28,0.24,0.25,0.44,0.09
163,0.23,0.01,0.4,0.55,0.25,0.35,0.32,0.21,0.28,0.41,0.12
164,0.27,0.0,0.25,0.25,0.0,0.25,0.23,0.24,0.13,0.24,0.08
165,0.22,0.2,0.39,0.47,0.2,0.29,0.33,0.09,0.09,0.35,0.06
166,0.21,0.1,0.37,0.52,0.2,0.35,0.3,0.21,0.03,0.37,0.0
167,0.28,0.0,0.36,0.5,0.25,0.33,0.33,0.16,0.19,0.39,0.06
168,0.21,0.16,0.39,0.46,0.22,0.31,0.31,0.15,0.09,0.38,0.07
169,0.26,0.19,0.39,0.5,0.22,0.26,0.33,0.1,0.05,0.35,0.05
170,0.22,0.14,0.38,0.47,0.24,0.28,0.31,0.04,0.01,0.4,0.02
171,0.23,0.21,0.3,0.5,0.29,0.28,0.4,0.07,0.03,0.4,0.03
172,0.18,0.01,0.36,0.51,0.21,0.25,0.3,0.02,0.03,0.35,0.01
173,0.22,0.0,0.46,0.46,0.27,0.36,0.36,0.21,0.24,0.4,0.01
174,0.28,0.02,0.42,0.46,0.26,0.3,0.34,0.18,0.27,0.38,0.03
175,0.23,0.13,0.45,0.5,0.23,0.32,0.3,0.13,0.08,0.38,0.06
176,0.24,0.18,0.43,0.45,0.26,0.29,0.33,0.15,0.06,0.38,0.05
177,0.24,0.01,0.42,0.48,0.27,0.31,0.3,0.06,0.05,0.41,0.06
178,0.21,0.18,0.4,0.49,0.26,0.33,0.36,0.08,0.09,0.36,0.05
179,0.17,0.01,0.39,0.47,0.27,0.32,0.33,0.19,0.3,0.45,0.05
180,0.22,0.14,0.37,0.47,0.27,0.28,0.35,0.12,0.05,0.4,0.03
181,0.24,0.16,0.38,0.47,0.28,0.31,0.37,0.06,0.03,0.41,0.07
182,0.23,0.04,0.25,0.25,0.22,0.25,0.11,0.0,0.0,0.19,0.05
183,0.21,0.0,0.34,0.44,0.23,0.34,0.29,0.02,0.0,0.42,0.0
