paraphrase idx,falcon-7b-instruct_acc,mpt-7b-instruct_acc,flan-t5-xl_acc,flan-t5-xxl_acc,t0pp_acc,alpaca-13b_acc,airoboros-13b_acc,nous-hermes-13b_acc,ultralm-13b_acc,vicuna-13b_acc,minotaur-15b_acc
32,0.5,0.18,0.58,0.57,0.57,0.56,0.01,0.57,0.02,0.43,0.0
33,0.52,0.12,0.57,0.63,0.58,0.57,0.02,0.57,0.03,0.49,0.0
34,0.58,0.14,0.5,0.64,0.57,0.55,0.04,0.57,0.02,0.54,0.0
35,0.55,0.13,0.52,0.61,0.56,0.52,0.0,0.57,0.03,0.46,0.0
36,0.54,0.15,0.54,0.63,0.62,0.59,0.0,0.57,0.03,0.6,0.0
37,0.49,0.13,0.42,0.65,0.58,0.54,0.0,0.57,0.03,0.54,0.0
38,0.58,0.2,0.56,0.58,0.59,0.56,0.0,0.57,0.04,0.47,0.0
39,0.56,0.18,0.47,0.57,0.59,0.57,0.0,0.57,0.02,0.48,0.0
40,0.62,0.17,0.33,0.56,0.63,0.59,0.0,0.57,0.02,0.44,0.0
41,0.55,0.18,0.58,0.59,0.59,0.58,0.0,0.56,0.03,0.4,0.0
42,0.59,0.26,0.48,0.62,0.57,0.56,0.01,0.57,0.03,0.55,0.0
43,0.62,0.13,0.57,0.6,0.56,0.52,0.0,0.57,0.02,0.45,0.0
44,0.56,0.19,0.56,0.58,0.57,0.55,0.0,0.57,0.04,0.49,0.0
45,0.59,0.21,0.46,0.65,0.59,0.53,0.0,0.57,0.03,0.48,0.0
46,0.55,0.04,0.54,0.64,0.59,0.6,0.03,0.57,0.01,0.46,0.0
47,0.57,0.16,0.42,0.63,0.59,0.58,0.0,0.57,0.03,0.54,0.0
48,0.58,0.13,0.51,0.6,0.54,0.6,0.0,0.58,0.03,0.56,0.0
49,0.56,0.16,0.51,0.62,0.58,0.45,0.05,0.57,0.03,0.49,0.0
50,0.63,0.14,0.49,0.57,0.55,0.58,0.0,0.57,0.03,0.48,0.0
51,0.59,0.13,0.54,0.58,0.61,0.56,0.0,0.57,0.03,0.39,0.0
52,0.45,0.05,0.56,0.61,0.56,0.43,0.44,0.54,0.03,0.51,0.03
53,0.43,0.08,0.48,0.6,0.63,0.43,0.28,0.57,0.01,0.45,0.0
54,0.44,0.01,0.48,0.56,0.61,0.4,0.38,0.56,0.02,0.44,0.02
55,0.43,0.04,0.45,0.63,0.56,0.43,0.41,0.56,0.01,0.55,0.01
56,0.42,0.07,0.52,0.58,0.55,0.43,0.43,0.49,0.02,0.51,0.0
57,0.46,0.03,0.52,0.64,0.54,0.43,0.38,0.5,0.03,0.47,0.02
58,0.43,0.06,0.45,0.57,0.56,0.46,0.37,0.58,0.02,0.47,0.0
59,0.47,0.02,0.51,0.54,0.55,0.42,0.45,0.56,0.02,0.58,0.0
60,0.42,0.04,0.47,0.55,0.58,0.43,0.47,0.58,0.03,0.55,0.0
61,0.44,0.02,0.5,0.59,0.6,0.39,0.43,0.52,0.01,0.5,0.0
62,0.49,0.08,0.57,0.62,0.58,0.42,0.48,0.58,0.03,0.45,0.0
63,0.52,0.06,0.56,0.58,0.53,0.51,0.32,0.54,0.03,0.55,0.04
64,0.54,0.04,0.55,0.63,0.59,0.49,0.29,0.57,0.03,0.45,0.0
65,0.49,0.05,0.51,0.57,0.55,0.49,0.37,0.59,0.03,0.43,0.12
66,0.54,0.01,0.57,0.57,0.57,0.56,0.44,0.57,0.03,0.57,0.05
67,0.54,0.06,0.58,0.65,0.55,0.41,0.37,0.56,0.02,0.58,0.0
68,0.56,0.07,0.59,0.57,0.57,0.43,0.31,0.57,0.02,0.46,0.03
69,0.6,0.02,0.51,0.64,0.55,0.52,0.22,0.57,0.03,0.56,0.03
70,0.53,0.01,0.52,0.61,0.57,0.5,0.3,0.57,0.03,0.6,0.04
71,0.57,0.12,0.55,0.58,0.54,0.52,0.36,0.57,0.03,0.46,0.02
72,0.56,0.04,0.55,0.63,0.57,0.51,0.5,0.57,0.03,0.47,0.08
73,0.56,0.12,0.57,0.64,0.56,0.45,0.48,0.57,0.03,0.54,0.05
74,0.49,0.03,0.6,0.64,0.55,0.57,0.44,0.56,0.03,0.47,0.0
75,0.59,0.22,0.57,0.62,0.55,0.59,0.43,0.57,0.03,0.49,0.16
76,0.58,0.06,0.55,0.59,0.55,0.57,0.51,0.57,0.03,0.48,0.02
77,0.57,0.06,0.58,0.54,0.57,0.49,0.46,0.57,0.02,0.51,0.0
78,0.58,0.29,0.55,0.58,0.56,0.47,0.52,0.57,0.04,0.53,0.07
79,0.55,0.07,0.53,0.56,0.55,0.53,0.5,0.57,0.03,0.46,0.03
80,0.54,0.06,0.57,0.56,0.56,0.52,0.45,0.57,0.04,0.44,0.05
81,0.45,0.04,0.54,0.54,0.55,0.46,0.43,0.58,0.03,0.62,0.02
82,0.49,0.03,0.54,0.6,0.62,0.49,0.42,0.58,0.03,0.49,0.0
83,0.48,0.02,0.46,0.57,0.54,0.41,0.4,0.55,0.03,0.43,0.01
84,0.42,0.03,0.54,0.61,0.57,0.45,0.46,0.55,0.02,0.44,0.03
85,0.44,0.04,0.52,0.55,0.56,0.41,0.42,0.55,0.02,0.54,0.01
86,0.45,0.03,0.39,0.61,0.51,0.42,0.42,0.57,0.03,0.49,0.02
87,0.52,0.05,0.57,0.62,0.59,0.49,0.47,0.57,0.03,0.63,0.03
88,0.49,0.03,0.6,0.68,0.57,0.49,0.5,0.56,0.02,0.47,0.03
89,0.48,0.04,0.54,0.57,0.57,0.51,0.48,0.57,0.03,0.58,0.0
90,0.61,0.02,0.51,0.59,0.56,0.49,0.51,0.57,0.04,0.49,0.0
91,0.58,0.08,0.56,0.64,0.57,0.42,0.01,0.57,0.03,0.6,0.0
92,0.54,0.04,0.57,0.61,0.58,0.53,0.35,0.57,0.03,0.56,0.07
93,0.45,0.01,0.57,0.57,0.55,0.53,0.31,0.57,0.02,0.63,0.0
94,0.5,0.04,0.57,0.66,0.58,0.54,0.35,0.57,0.01,0.43,0.03
95,0.59,0.05,0.56,0.57,0.59,0.5,0.29,0.58,0.02,0.49,0.0
96,0.54,0.03,0.53,0.61,0.56,0.5,0.11,0.57,0.02,0.49,0.01
97,0.54,0.33,0.59,0.62,0.55,0.58,0.45,0.57,0.03,0.56,0.08
98,0.49,0.06,0.53,0.64,0.55,0.56,0.53,0.57,0.03,0.53,0.03
99,0.57,0.12,0.5,0.64,0.55,0.59,0.53,0.57,0.04,0.53,0.0
100,0.63,0.06,0.56,0.54,0.57,0.55,0.45,0.57,0.03,0.55,0.0
101,0.45,0.05,0.41,0.67,0.51,0.44,0.38,0.6,0.02,0.53,0.01
102,0.45,0.0,0.46,0.65,0.59,0.55,0.39,0.56,0.03,0.44,0.0
103,0.45,0.05,0.44,0.61,0.6,0.44,0.43,0.53,0.03,0.53,0.01
104,0.43,0.04,0.54,0.62,0.55,0.41,0.46,0.57,0.03,0.58,0.0
105,0.44,0.05,0.58,0.61,0.55,0.43,0.46,0.56,0.02,0.47,0.02
106,0.48,0.01,0.57,0.57,0.43,0.0,0.0,0.21,0.0,0.57,0.0
107,0.43,0.37,0.57,0.55,0.45,0.45,0.43,0.57,0.03,0.45,0.0
108,0.44,0.23,0.61,0.59,0.56,0.51,0.47,0.58,0.03,0.41,0.05
109,0.43,0.37,0.57,0.66,0.55,0.49,0.36,0.56,0.03,0.46,0.0
110,0.47,0.4,0.53,0.62,0.53,0.47,0.41,0.57,0.03,0.44,0.0
111,0.42,0.41,0.58,0.58,0.51,0.45,0.4,0.57,0.03,0.43,0.0
112,0.43,0.35,0.49,0.61,0.39,0.43,0.0,0.6,0.03,0.44,0.0
113,0.45,0.18,0.0,0.0,0.55,0.44,0.0,0.55,0.0,0.43,0.0
114,0.48,0.26,0.54,0.54,0.51,0.43,0.01,0.55,0.0,0.57,0.02
115,0.57,0.27,0.58,0.57,0.43,0.57,0.0,0.19,0.0,0.0,0.0
116,0.0,0.02,0.09,0.01,0.43,0.57,0.0,0.49,0.0,0.0,0.0
117,0.44,0.34,0.0,0.0,0.57,0.44,0.0,0.57,0.0,0.44,0.0
118,0.46,0.23,0.63,0.55,0.53,0.51,0.43,0.58,0.03,0.43,0.01
119,0.57,0.31,0.44,0.57,0.43,0.57,0.05,0.57,0.0,0.57,0.09
120,0.43,0.34,0.5,0.6,0.4,0.4,0.0,0.49,0.01,0.44,0.0
121,0.46,0.21,0.61,0.56,0.54,0.48,0.42,0.59,0.01,0.43,0.0
122,0.48,0.17,0.0,0.0,0.56,0.17,0.0,0.52,0.0,0.37,0.0
123,0.26,0.53,0.54,0.57,0.43,0.0,0.0,0.45,0.0,0.15,0.02
124,0.43,0.12,0.62,0.6,0.56,0.46,0.32,0.61,0.03,0.47,0.0
125,0.57,0.24,0.47,0.57,0.44,0.57,0.0,0.53,0.0,0.35,0.03
126,0.43,0.04,0.02,0.0,0.43,0.57,0.0,0.49,0.0,0.57,0.0
127,0.24,0.54,0.02,0.01,0.43,0.57,0.0,0.33,0.0,0.31,0.0
128,0.46,0.22,0.54,0.62,0.55,0.57,0.27,0.58,0.03,0.45,0.05
129,0.5,0.41,0.6,0.6,0.53,0.44,0.46,0.56,0.03,0.45,0.02
130,0.44,0.4,0.56,0.6,0.57,0.45,0.45,0.56,0.03,0.47,0.04
131,0.5,0.34,0.6,0.61,0.55,0.41,0.29,0.57,0.03,0.45,0.01
132,0.58,0.33,0.55,0.57,0.55,0.45,0.34,0.57,0.03,0.43,0.0
133,0.48,0.4,0.49,0.48,0.41,0.5,0.29,0.57,0.03,0.49,0.06
134,0.46,0.44,0.45,0.51,0.45,0.51,0.38,0.58,0.03,0.42,0.06
135,0.45,0.36,0.46,0.53,0.42,0.42,0.42,0.56,0.03,0.48,0.06
136,0.62,0.41,0.48,0.53,0.44,0.5,0.33,0.57,0.03,0.53,0.05
137,0.49,0.2,0.55,0.65,0.54,0.47,0.34,0.57,0.03,0.61,0.02
138,0.5,0.19,0.55,0.56,0.59,0.53,0.36,0.57,0.03,0.58,0.01
139,0.47,0.13,0.63,0.66,0.45,0.53,0.39,0.57,0.03,0.57,0.0
140,0.43,0.07,0.57,0.63,0.5,0.5,0.0,0.59,0.03,0.44,0.0
141,0.45,0.39,0.58,0.61,0.43,0.45,0.42,0.56,0.03,0.43,0.0
142,0.43,0.4,0.52,0.59,0.53,0.42,0.39,0.57,0.03,0.45,0.02
143,0.46,0.35,0.54,0.61,0.54,0.43,0.4,0.58,0.03,0.45,0.06
144,0.48,0.46,0.52,0.61,0.57,0.47,0.45,0.58,0.03,0.42,0.15
145,0.48,0.17,0.61,0.53,0.5,0.41,0.23,0.57,0.03,0.44,0.0
146,0.44,0.24,0.62,0.54,0.6,0.41,0.43,0.57,0.0,0.44,0.06
147,0.43,0.34,0.59,0.64,0.6,0.46,0.43,0.55,0.0,0.43,0.04
148,0.43,0.2,0.57,0.62,0.5,0.5,0.28,0.57,0.03,0.58,0.0
149,0.44,0.33,0.51,0.59,0.57,0.47,0.36,0.58,0.01,0.43,0.01
150,0.46,0.1,0.58,0.58,0.53,0.44,0.2,0.58,0.03,0.43,0.0
151,0.43,0.38,0.62,0.63,0.55,0.47,0.44,0.57,0.03,0.45,0.17
152,0.43,0.18,0.55,0.53,0.54,0.43,0.43,0.56,0.01,0.42,0.02
153,0.44,0.17,0.59,0.57,0.53,0.46,0.32,0.58,0.03,0.52,0.0
154,0.42,0.19,0.54,0.59,0.51,0.49,0.0,0.58,0.03,0.44,0.0
155,0.48,0.32,0.63,0.58,0.6,0.48,0.37,0.56,0.03,0.45,0.0
156,0.42,0.06,0.0,0.0,0.09,0.04,0.01,0.29,0.01,0.02,0.0
157,0.48,0.18,0.55,0.65,0.51,0.47,0.03,0.57,0.03,0.55,0.0
158,0.46,0.12,0.58,0.58,0.51,0.54,0.28,0.58,0.03,0.45,0.0
159,0.43,0.11,0.56,0.58,0.6,0.47,0.23,0.57,0.03,0.43,0.0
160,0.57,0.28,0.57,0.54,0.55,0.44,0.34,0.57,0.03,0.45,0.0
161,0.48,0.24,0.55,0.59,0.55,0.48,0.25,0.59,0.03,0.45,0.0
162,0.51,0.14,0.58,0.57,0.56,0.55,0.38,0.57,0.03,0.4,0.0
163,0.52,0.19,0.54,0.56,0.56,0.46,0.4,0.57,0.03,0.53,0.0
164,0.48,0.26,0.6,0.57,0.58,0.44,0.42,0.61,0.03,0.45,0.0
165,0.45,0.33,0.59,0.57,0.51,0.46,0.41,0.57,0.0,0.46,0.01
166,0.51,0.27,0.53,0.58,0.56,0.42,0.43,0.59,0.03,0.44,0.01
167,0.45,0.23,0.63,0.64,0.57,0.45,0.42,0.57,0.03,0.43,0.0
168,0.49,0.25,0.51,0.56,0.56,0.42,0.3,0.58,0.03,0.47,0.0
169,0.49,0.4,0.58,0.56,0.58,0.47,0.42,0.56,0.02,0.45,0.09
170,0.48,0.48,0.53,0.59,0.57,0.53,0.41,0.56,0.02,0.43,0.02
