paraphrase idx,falcon-7b-instruct_acc,mpt-7b-instruct_acc,flan-t5-xl_acc,flan-t5-xxl_acc,t0pp_acc,alpaca-13b_acc,airoboros-13b_acc,nous-hermes-13b_acc,ultralm-13b_acc,vicuna-13b_acc,minotaur-15b_acc
26,0.22,0.2,0.39,0.55,0.26,0.36,0.59,0.11,0.68,0.64,0.0
27,0.22,0.24,0.5,0.57,0.16,0.34,0.61,0.11,0.72,0.69,0.0
28,0.23,0.22,0.53,0.57,0.14,0.36,0.61,0.07,0.66,0.59,0.0
29,0.22,0.2,0.55,0.59,0.13,0.32,0.56,0.11,0.64,0.68,0.03
30,0.21,0.24,0.54,0.57,0.16,0.31,0.54,0.03,0.55,0.63,0.03
31,0.22,0.22,0.56,0.6,0.09,0.34,0.53,0.16,0.68,0.63,0.01
32,0.2,0.24,0.51,0.65,0.26,0.35,0.57,0.19,0.69,0.6,0.06
33,0.3,0.23,0.54,0.58,0.18,0.36,0.51,0.02,0.74,0.67,0.01
34,0.24,0.24,0.42,0.52,0.23,0.33,0.56,0.21,0.7,0.54,0.08
35,0.22,0.22,0.47,0.53,0.15,0.34,0.59,0.18,0.67,0.52,0.01
36,0.24,0.29,0.44,0.61,0.18,0.32,0.62,0.03,0.64,0.59,0.0
37,0.2,0.24,0.54,0.66,0.18,0.41,0.59,0.06,0.71,0.58,0.0
38,0.25,0.23,0.49,0.61,0.11,0.33,0.53,0.21,0.72,0.52,0.01
39,0.22,0.2,0.58,0.59,0.12,0.35,0.61,0.05,0.72,0.67,0.0
40,0.26,0.26,0.56,0.6,0.17,0.36,0.59,0.04,0.69,0.58,0.0
41,0.21,0.23,0.46,0.52,0.18,0.33,0.58,0.2,0.67,0.63,0.11
42,0.21,0.25,0.48,0.53,0.18,0.34,0.6,0.1,0.68,0.68,0.03
43,0.19,0.25,0.57,0.6,0.15,0.35,0.5,0.13,0.66,0.57,0.05
44,0.22,0.22,0.48,0.6,0.21,0.35,0.51,0.11,0.66,0.61,0.0
45,0.23,0.24,0.58,0.62,0.11,0.35,0.58,0.1,0.69,0.65,0.0
46,0.23,0.25,0.49,0.61,0.12,0.35,0.53,0.1,0.73,0.63,0.01
47,0.22,0.27,0.47,0.6,0.21,0.32,0.54,0.25,0.69,0.65,0.11
48,0.21,0.29,0.52,0.57,0.14,0.36,0.55,0.09,0.69,0.66,0.0
49,0.26,0.28,0.47,0.59,0.04,0.37,0.21,0.53,0.45,0.53,0.31
50,0.24,0.26,0.44,0.58,0.1,0.38,0.03,0.32,0.45,0.55,0.0
51,0.24,0.24,0.54,0.65,0.06,0.36,0.36,0.36,0.48,0.55,0.21
52,0.25,0.25,0.49,0.6,0.06,0.37,0.09,0.44,0.26,0.54,0.06
53,0.23,0.29,0.57,0.63,0.05,0.38,0.11,0.33,0.11,0.55,0.09
54,0.22,0.24,0.44,0.58,0.04,0.34,0.01,0.13,0.11,0.53,0.01
55,0.28,0.3,0.48,0.56,0.03,0.36,0.13,0.24,0.14,0.5,0.0
56,0.22,0.26,0.52,0.68,0.05,0.34,0.02,0.21,0.06,0.53,0.0
57,0.23,0.3,0.5,0.66,0.04,0.35,0.01,0.23,0.13,0.5,0.02
58,0.25,0.23,0.53,0.61,0.08,0.34,0.33,0.45,0.44,0.52,0.19
59,0.22,0.11,0.59,0.59,0.12,0.39,0.31,0.4,0.25,0.61,0.04
60,0.24,0.22,0.51,0.58,0.01,0.35,0.38,0.42,0.07,0.57,0.03
61,0.21,0.28,0.46,0.61,0.09,0.33,0.38,0.32,0.37,0.57,0.01
62,0.23,0.09,0.61,0.7,0.09,0.39,0.44,0.48,0.23,0.58,0.14
63,0.24,0.23,0.49,0.63,0.04,0.34,0.31,0.38,0.04,0.52,0.04
64,0.23,0.25,0.57,0.54,0.16,0.33,0.34,0.38,0.34,0.59,0.22
65,0.24,0.26,0.54,0.57,0.05,0.32,0.22,0.19,0.02,0.55,0.01
66,0.22,0.09,0.56,0.66,0.11,0.39,0.31,0.39,0.03,0.58,0.02
67,0.24,0.29,0.59,0.58,0.04,0.34,0.4,0.28,0.41,0.59,0.02
68,0.24,0.26,0.52,0.65,0.08,0.44,0.3,0.66,0.47,0.58,0.16
69,0.21,0.31,0.49,0.67,0.09,0.47,0.18,0.52,0.48,0.57,0.04
70,0.22,0.07,0.62,0.67,0.09,0.49,0.12,0.43,0.04,0.62,0.0
71,0.23,0.3,0.51,0.59,0.12,0.49,0.12,0.6,0.61,0.52,0.16
72,0.24,0.23,0.44,0.59,0.09,0.39,0.12,0.67,0.61,0.52,0.26
73,0.22,0.31,0.57,0.61,0.09,0.38,0.16,0.48,0.38,0.51,0.1
74,0.23,0.16,0.59,0.64,0.11,0.43,0.36,0.45,0.57,0.56,0.02
75,0.24,0.26,0.52,0.59,0.04,0.37,0.02,0.37,0.23,0.56,0.08
76,0.24,0.28,0.58,0.62,0.11,0.34,0.23,0.52,0.28,0.56,0.2
77,0.27,0.28,0.65,0.64,0.06,0.43,0.01,0.31,0.07,0.6,0.01
78,0.18,0.27,0.62,0.69,0.04,0.36,0.26,0.45,0.15,0.52,0.15
79,0.19,0.25,0.58,0.67,0.08,0.42,0.08,0.12,0.29,0.57,0.02
80,0.2,0.08,0.58,0.69,0.05,0.36,0.25,0.46,0.41,0.59,0.24
81,0.21,0.28,0.53,0.69,0.12,0.41,0.01,0.14,0.06,0.55,0.03
82,0.2,0.13,0.6,0.65,0.01,0.33,0.05,0.01,0.01,0.55,0.0
83,0.23,0.14,0.52,0.68,0.08,0.36,0.0,0.13,0.0,0.56,0.0
84,0.25,0.27,0.61,0.67,0.02,0.34,0.16,0.0,0.0,0.48,0.0
85,0.21,0.26,0.56,0.76,0.06,0.35,0.07,0.02,0.0,0.57,0.0
86,0.22,0.13,0.53,0.68,0.05,0.32,0.01,0.02,0.0,0.55,0.0
87,0.24,0.25,0.57,0.71,0.04,0.35,0.07,0.04,0.01,0.55,0.01
88,0.18,0.26,0.59,0.71,0.03,0.38,0.12,0.23,0.0,0.57,0.01
89,0.21,0.29,0.44,0.58,0.06,0.38,0.21,0.5,0.43,0.55,0.14
90,0.21,0.17,0.53,0.62,0.1,0.45,0.27,0.47,0.34,0.59,0.01
91,0.26,0.27,0.43,0.47,0.13,0.42,0.01,0.49,0.57,0.51,0.02
92,0.19,0.15,0.47,0.62,0.06,0.36,0.36,0.52,0.52,0.52,0.21
93,0.21,0.25,0.56,0.58,0.04,0.44,0.03,0.42,0.22,0.56,0.07
94,0.22,0.28,0.48,0.57,0.09,0.39,0.01,0.39,0.51,0.53,0.01
95,0.21,0.24,0.48,0.65,0.1,0.38,0.21,0.53,0.46,0.58,0.25
96,0.21,0.28,0.43,0.61,0.08,0.34,0.0,0.27,0.36,0.51,0.02
97,0.21,0.18,0.46,0.66,0.07,0.36,0.3,0.53,0.48,0.56,0.14
98,0.23,0.26,0.47,0.61,0.08,0.36,0.06,0.46,0.31,0.57,0.07
99,0.22,0.28,0.56,0.66,0.06,0.49,0.15,0.17,0.5,0.55,0.09
100,0.23,0.18,0.57,0.66,0.14,0.4,0.04,0.35,0.22,0.57,0.01
101,0.22,0.26,0.53,0.66,0.08,0.42,0.05,0.42,0.57,0.56,0.02
102,0.24,0.2,0.59,0.69,0.05,0.42,0.2,0.5,0.31,0.5,0.11
103,0.18,0.28,0.45,0.59,0.05,0.36,0.02,0.23,0.06,0.5,0.03
104,0.23,0.28,0.5,0.67,0.06,0.36,0.0,0.26,0.01,0.54,0.0
105,0.21,0.27,0.44,0.65,0.04,0.35,0.0,0.22,0.01,0.49,0.04
106,0.24,0.34,0.63,0.66,0.04,0.32,0.5,0.6,0.42,0.62,0.0
107,0.2,0.37,0.71,0.61,0.03,0.31,0.6,0.53,0.37,0.52,0.0
108,0.25,0.19,0.61,0.69,0.06,0.33,0.54,0.5,0.0,0.52,0.17
109,0.27,0.21,0.59,0.65,0.03,0.32,0.52,0.54,0.0,0.55,0.09
110,0.21,0.16,0.68,0.71,0.04,0.33,0.5,0.46,0.0,0.53,0.16
111,0.3,0.12,0.63,0.67,0.06,0.33,0.48,0.48,0.0,0.57,0.22
112,0.2,0.3,0.65,0.58,0.03,0.32,0.58,0.48,0.0,0.55,0.17
113,0.27,0.12,0.61,0.69,0.02,0.32,0.56,0.48,0.0,0.57,0.14
114,0.2,0.11,0.59,0.62,0.04,0.32,0.47,0.53,0.0,0.57,0.07
115,0.19,0.19,0.65,0.6,0.03,0.31,0.58,0.53,0.0,0.51,0.12
116,0.23,0.15,0.65,0.62,0.03,0.32,0.49,0.54,0.0,0.48,0.22
117,0.26,0.08,0.68,0.61,0.03,0.33,0.59,0.57,0.01,0.48,0.01
118,0.24,0.22,0.64,0.61,0.02,0.32,0.5,0.48,0.0,0.56,0.19
119,0.2,0.12,0.68,0.66,0.03,0.32,0.49,0.52,0.0,0.57,0.14
120,0.22,0.17,0.6,0.67,0.01,0.32,0.54,0.47,0.0,0.5,0.0
121,0.23,0.12,0.59,0.67,0.04,0.32,0.48,0.43,0.0,0.49,0.14
122,0.24,0.22,0.6,0.62,0.02,0.31,0.48,0.5,0.0,0.57,0.08
123,0.23,0.33,0.61,0.65,0.06,0.31,0.5,0.64,0.52,0.62,0.03
124,0.22,0.22,0.67,0.66,0.05,0.32,0.52,0.57,0.03,0.52,0.18
125,0.21,0.07,0.64,0.65,0.06,0.31,0.47,0.55,0.0,0.53,0.35
126,0.24,0.36,0.6,0.61,0.04,0.31,0.48,0.58,0.53,0.63,0.0
127,0.21,0.22,0.68,0.58,0.03,0.34,0.43,0.51,0.08,0.52,0.33
128,0.21,0.24,0.62,0.62,0.03,0.32,0.48,0.6,0.02,0.52,0.09
129,0.24,0.32,0.76,0.67,0.04,0.38,0.57,0.57,0.07,0.68,0.21
130,0.27,0.03,0.61,0.61,0.0,0.31,0.51,0.47,0.0,0.5,0.18
131,0.19,0.25,0.55,0.61,0.04,0.35,0.49,0.14,0.03,0.47,0.0
132,0.2,0.37,0.54,0.6,0.02,0.32,0.54,0.54,0.03,0.44,0.0
133,0.2,0.19,0.61,0.61,0.04,0.32,0.51,0.49,0.0,0.53,0.06
134,0.19,0.18,0.59,0.6,0.04,0.32,0.58,0.51,0.04,0.5,0.03
135,0.22,0.24,0.63,0.57,0.05,0.31,0.53,0.55,0.0,0.59,0.26
136,0.21,0.22,0.61,0.68,0.04,0.31,0.48,0.52,0.0,0.55,0.25
137,0.26,0.33,0.73,0.64,0.0,0.46,0.49,0.55,0.0,0.62,0.05
138,0.18,0.06,0.57,0.6,0.03,0.33,0.53,0.58,0.0,0.55,0.26
139,0.26,0.26,0.71,0.65,0.03,0.32,0.56,0.23,0.0,0.58,0.02
140,0.22,0.26,0.62,0.65,0.02,0.32,0.48,0.42,0.4,0.54,0.08
141,0.26,0.31,0.53,0.51,0.19,0.34,0.55,0.56,0.66,0.67,0.0
142,0.23,0.23,0.6,0.63,0.06,0.32,0.44,0.25,0.0,0.51,0.0
143,0.21,0.19,0.55,0.65,0.0,0.31,0.45,0.5,0.0,0.51,0.36
144,0.23,0.26,0.61,0.62,0.02,0.32,0.48,0.59,0.03,0.5,0.34
145,0.21,0.3,0.6,0.65,0.02,0.3,0.52,0.53,0.2,0.51,0.01
146,0.29,0.2,0.53,0.62,0.0,0.31,0.46,0.55,0.02,0.59,0.2
147,0.23,0.2,0.58,0.63,0.0,0.31,0.45,0.52,0.0,0.46,0.12
148,0.27,0.1,0.67,0.66,0.05,0.34,0.43,0.57,0.0,0.53,0.38
149,0.2,0.18,0.65,0.59,0.05,0.32,0.53,0.53,0.0,0.49,0.24
150,0.21,0.12,0.66,0.68,0.05,0.32,0.49,0.5,0.0,0.51,0.34
151,0.24,0.15,0.61,0.65,0.04,0.34,0.53,0.52,0.0,0.59,0.34
152,0.24,0.21,0.65,0.58,0.0,0.32,0.45,0.52,0.02,0.48,0.35
153,0.23,0.1,0.62,0.61,0.04,0.31,0.47,0.46,0.0,0.57,0.27
154,0.31,0.14,0.68,0.6,0.05,0.32,0.47,0.47,0.03,0.52,0.3
155,0.21,0.19,0.59,0.56,0.04,0.33,0.52,0.16,0.1,0.56,0.0
156,0.26,0.24,0.65,0.63,0.01,0.34,0.51,0.53,0.0,0.46,0.36
157,0.19,0.18,0.61,0.62,0.04,0.34,0.56,0.56,0.0,0.46,0.32
158,0.23,0.27,0.62,0.62,0.07,0.32,0.5,0.46,0.12,0.57,0.07
159,0.19,0.09,0.64,0.62,0.04,0.32,0.48,0.52,0.01,0.52,0.34
160,0.23,0.13,0.67,0.64,0.0,0.32,0.42,0.47,0.0,0.48,0.34
161,0.24,0.16,0.63,0.6,0.0,0.32,0.48,0.53,0.0,0.45,0.34
162,0.26,0.13,0.63,0.61,0.0,0.32,0.47,0.46,0.0,0.57,0.29
163,0.29,0.12,0.6,0.6,0.0,0.33,0.47,0.47,0.0,0.49,0.28
164,0.24,0.03,0.62,0.61,0.03,0.33,0.5,0.47,0.0,0.51,0.24
165,0.26,0.21,0.6,0.65,0.04,0.32,0.46,0.6,0.0,0.55,0.25
166,0.22,0.06,0.6,0.63,0.0,0.32,0.43,0.56,0.24,0.61,0.29
167,0.21,0.06,0.57,0.67,0.0,0.31,0.45,0.5,0.0,0.52,0.35
168,0.22,0.16,0.63,0.66,0.03,0.32,0.5,0.5,0.0,0.49,0.1
169,0.21,0.28,0.61,0.63,0.0,0.35,0.45,0.58,0.65,0.58,0.0
170,0.29,0.17,0.57,0.62,0.0,0.31,0.58,0.4,0.11,0.5,0.26
171,0.23,0.27,0.6,0.66,0.01,0.32,0.41,0.06,0.03,0.55,0.0
172,0.23,0.3,0.57,0.59,0.05,0.38,0.5,0.14,0.05,0.56,0.0
173,0.21,0.25,0.6,0.6,0.04,0.32,0.58,0.14,0.25,0.53,0.0
174,0.25,0.36,0.6,0.58,0.01,0.35,0.49,0.57,0.59,0.58,0.01
175,0.23,0.36,0.6,0.67,0.01,0.32,0.54,0.63,0.59,0.55,0.09
176,0.23,0.42,0.59,0.67,0.03,0.34,0.56,0.62,0.36,0.57,0.05
177,0.26,0.04,0.58,0.7,0.01,0.32,0.01,0.02,0.39,0.63,0.0
178,0.25,0.33,0.62,0.62,0.04,0.31,0.46,0.47,0.0,0.57,0.31
179,0.3,0.17,0.58,0.56,0.04,0.32,0.52,0.54,0.01,0.59,0.04
180,0.26,0.38,0.53,0.62,0.1,0.33,0.56,0.73,0.64,0.61,0.25
