paraphrase idx,falcon-7b-instruct_acc,mpt-7b-instruct_acc,flan-t5-xl_acc,flan-t5-xxl_acc,t0pp_acc,alpaca-13b_acc,airoboros-13b_acc,nous-hermes-13b_acc,ultralm-13b_acc,vicuna-13b_acc,minotaur-15b_acc
26,0.6,0.12,0.54,0.55,0.59,0.62,0.12,0.03,0.35,0.67,0.0
27,0.58,0.02,0.59,0.58,0.57,0.52,0.19,0.59,0.47,0.67,0.01
28,0.62,0.01,0.59,0.59,0.56,0.53,0.22,0.62,0.49,0.64,0.0
29,0.59,0.07,0.54,0.55,0.5,0.49,0.52,0.63,0.5,0.64,0.0
30,0.59,0.02,0.51,0.63,0.52,0.53,0.45,0.6,0.52,0.71,0.01
31,0.55,0.04,0.66,0.63,0.56,0.57,0.02,0.17,0.5,0.68,0.0
32,0.6,0.2,0.68,0.6,0.58,0.63,0.28,0.38,0.51,0.68,0.01
33,0.59,0.14,0.57,0.62,0.56,0.61,0.0,0.2,0.44,0.69,0.0
34,0.64,0.12,0.5,0.56,0.56,0.55,0.14,0.41,0.57,0.66,0.0
35,0.57,0.0,0.65,0.56,0.43,0.64,0.61,0.66,0.61,0.69,0.03
36,0.59,0.1,0.58,0.59,0.55,0.6,0.03,0.14,0.33,0.65,0.0
37,0.55,0.05,0.58,0.61,0.49,0.58,0.48,0.56,0.57,0.66,0.0
38,0.08,0.0,0.6,0.6,0.12,0.22,0.08,0.0,0.04,0.13,0.0
39,0.57,0.0,0.53,0.51,0.51,0.56,0.6,0.61,0.61,0.65,0.0
40,0.59,0.03,0.53,0.59,0.53,0.55,0.34,0.6,0.48,0.66,0.0
41,0.57,0.03,0.59,0.65,0.44,0.6,0.48,0.55,0.53,0.73,0.01
42,0.62,0.06,0.62,0.57,0.54,0.62,0.64,0.57,0.66,0.63,0.07
43,0.55,0.02,0.57,0.55,0.51,0.54,0.48,0.61,0.5,0.7,0.0
44,0.56,0.06,0.66,0.54,0.55,0.56,0.34,0.6,0.55,0.69,0.0
45,0.57,0.14,0.52,0.62,0.55,0.53,0.53,0.59,0.51,0.71,0.01
46,0.58,0.05,0.59,0.61,0.58,0.63,0.2,0.45,0.48,0.63,0.01
47,0.58,0.09,0.63,0.63,0.56,0.57,0.26,0.24,0.43,0.7,0.0
48,0.56,0.07,0.64,0.61,0.58,0.64,0.51,0.08,0.35,0.69,0.0
49,0.55,0.06,0.62,0.6,0.55,0.56,0.26,0.2,0.48,0.68,0.0
50,0.56,0.29,0.6,0.59,0.55,0.67,0.37,0.37,0.42,0.66,0.01
51,0.63,0.16,0.64,0.6,0.55,0.62,0.41,0.39,0.49,0.7,0.0
52,0.56,0.2,0.65,0.62,0.55,0.63,0.68,0.62,0.37,0.67,0.01
53,0.56,0.14,0.61,0.54,0.61,0.59,0.61,0.61,0.6,0.66,0.0
54,0.55,0.32,0.57,0.64,0.56,0.65,0.03,0.2,0.26,0.7,0.0
55,0.56,0.32,0.63,0.59,0.58,0.63,0.65,0.62,0.35,0.69,0.01
56,0.56,0.3,0.56,0.6,0.57,0.6,0.57,0.65,0.4,0.71,0.03
57,0.57,0.12,0.52,0.58,0.61,0.56,0.62,0.63,0.57,0.73,0.05
58,0.6,0.26,0.62,0.6,0.56,0.61,0.55,0.27,0.39,0.66,0.0
59,0.49,0.14,0.54,0.58,0.57,0.44,0.62,0.09,0.41,0.65,0.0
60,0.57,0.13,0.52,0.51,0.52,0.57,0.65,0.62,0.5,0.72,0.05
61,0.6,0.33,0.54,0.6,0.55,0.59,0.48,0.41,0.43,0.65,0.01
62,0.59,0.22,0.49,0.6,0.56,0.62,0.54,0.53,0.39,0.63,0.0
63,0.57,0.25,0.55,0.59,0.61,0.59,0.65,0.3,0.34,0.67,0.0
64,0.57,0.12,0.5,0.53,0.51,0.67,0.67,0.64,0.6,0.69,0.02
65,0.59,0.33,0.63,0.6,0.58,0.61,0.25,0.33,0.45,0.66,0.0
66,0.15,0.24,0.64,0.6,0.6,0.35,0.27,0.03,0.24,0.7,0.0
67,0.01,0.21,0.6,0.54,0.47,0.06,0.0,0.0,0.0,0.57,0.0
68,0.64,0.22,0.6,0.56,0.56,0.59,0.18,0.08,0.43,0.68,0.0
69,0.56,0.29,0.6,0.53,0.58,0.58,0.24,0.0,0.3,0.64,0.0
70,0.44,0.35,0.6,0.59,0.51,0.61,0.34,0.05,0.37,0.68,0.0
71,0.56,0.2,0.57,0.59,0.58,0.6,0.66,0.57,0.42,0.67,0.01
72,0.0,0.34,0.01,0.45,0.53,0.32,0.03,0.0,0.27,0.45,0.0
73,0.48,0.22,0.61,0.58,0.49,0.53,0.58,0.5,0.36,0.69,0.0
74,0.39,0.38,0.62,0.57,0.56,0.52,0.18,0.04,0.35,0.63,0.01
75,0.56,0.33,0.54,0.58,0.6,0.6,0.62,0.43,0.39,0.68,0.0
76,0.56,0.27,0.65,0.61,0.55,0.62,0.14,0.25,0.26,0.7,0.0
77,0.59,0.16,0.63,0.54,0.51,0.61,0.67,0.65,0.36,0.67,0.0
78,0.6,0.09,0.61,0.57,0.54,0.62,0.61,0.68,0.43,0.65,0.02
79,0.02,0.34,0.0,0.47,0.43,0.33,0.09,0.0,0.23,0.31,0.0
80,0.56,0.15,0.6,0.54,0.55,0.57,0.6,0.38,0.4,0.7,0.01
81,0.55,0.27,0.55,0.58,0.56,0.6,0.17,0.07,0.37,0.66,0.0
82,0.57,0.26,0.65,0.65,0.51,0.58,0.58,0.66,0.41,0.71,0.0
83,0.57,0.32,0.61,0.61,0.56,0.59,0.64,0.6,0.36,0.68,0.0
84,0.58,0.33,0.61,0.58,0.56,0.6,0.24,0.03,0.37,0.69,0.0
85,0.57,0.28,0.65,0.59,0.56,0.59,0.66,0.62,0.39,0.65,0.0
86,0.58,0.12,0.65,0.62,0.55,0.58,0.41,0.15,0.38,0.63,0.0
87,0.58,0.34,0.55,0.57,0.57,0.58,0.22,0.06,0.35,0.69,0.0
88,0.57,0.22,0.62,0.53,0.54,0.59,0.51,0.46,0.43,0.67,0.0
89,0.02,0.27,0.57,0.59,0.6,0.34,0.02,0.01,0.26,0.63,0.0
90,0.56,0.21,0.57,0.58,0.57,0.61,0.66,0.58,0.5,0.66,0.06
91,0.56,0.1,0.65,0.58,0.59,0.56,0.62,0.61,0.43,0.63,0.07
92,0.56,0.25,0.61,0.58,0.61,0.58,0.6,0.65,0.49,0.7,0.11
93,0.54,0.16,0.63,0.56,0.51,0.59,0.67,0.56,0.45,0.67,0.0
94,0.59,0.19,0.55,0.61,0.59,0.6,0.44,0.56,0.42,0.67,0.0
95,0.56,0.13,0.62,0.6,0.57,0.59,0.62,0.57,0.37,0.67,0.0
96,0.56,0.11,0.62,0.59,0.53,0.59,0.5,0.54,0.29,0.65,0.0
97,0.6,0.29,0.6,0.61,0.56,0.58,0.46,0.34,0.48,0.71,0.0
98,0.59,0.29,0.67,0.58,0.57,0.62,0.09,0.16,0.23,0.67,0.0
99,0.59,0.31,0.56,0.58,0.55,0.65,0.4,0.47,0.57,0.68,0.0
100,0.58,0.4,0.61,0.57,0.64,0.62,0.12,0.25,0.37,0.66,0.0
101,0.56,0.27,0.63,0.59,0.51,0.62,0.57,0.57,0.38,0.64,0.02
102,0.56,0.22,0.61,0.62,0.56,0.61,0.55,0.61,0.38,0.65,0.06
103,0.56,0.29,0.57,0.61,0.56,0.63,0.57,0.57,0.45,0.67,0.02
104,0.56,0.31,0.66,0.59,0.55,0.63,0.42,0.53,0.39,0.62,0.01
105,0.57,0.2,0.61,0.58,0.58,0.6,0.38,0.54,0.4,0.69,0.0
106,0.53,0.22,0.66,0.54,0.57,0.62,0.47,0.56,0.39,0.7,0.01
107,0.56,0.06,0.57,0.53,0.53,0.55,0.63,0.61,0.51,0.59,0.01
108,0.57,0.06,0.57,0.61,0.55,0.61,0.26,0.57,0.48,0.63,0.04
109,0.58,0.0,0.58,0.61,0.59,0.58,0.67,0.58,0.56,0.58,0.04
110,0.61,0.01,0.6,0.57,0.61,0.63,0.1,0.01,0.25,0.71,0.0
111,0.06,0.0,0.0,0.0,0.22,0.17,0.0,0.0,0.18,0.01,0.0
112,0.63,0.01,0.59,0.63,0.52,0.6,0.08,0.46,0.2,0.63,0.0
113,0.57,0.03,0.61,0.61,0.54,0.57,0.61,0.63,0.47,0.67,0.01
114,0.47,0.0,0.55,0.62,0.58,0.63,0.06,0.54,0.21,0.66,0.0
115,0.58,0.12,0.6,0.6,0.56,0.62,0.49,0.57,0.59,0.64,0.05
116,0.57,0.04,0.59,0.65,0.46,0.55,0.59,0.57,0.47,0.62,0.0
117,0.59,0.1,0.56,0.6,0.51,0.58,0.62,0.6,0.48,0.65,0.0
118,0.64,0.06,0.58,0.65,0.53,0.58,0.56,0.57,0.61,0.71,0.12
119,0.62,0.04,0.56,0.63,0.54,0.59,0.56,0.58,0.41,0.66,0.0
120,0.59,0.0,0.61,0.59,0.53,0.59,0.48,0.61,0.58,0.62,0.01
121,0.61,0.04,0.62,0.59,0.48,0.63,0.55,0.58,0.57,0.69,0.0
122,0.56,0.05,0.61,0.66,0.59,0.64,0.34,0.57,0.48,0.63,0.01
123,0.61,0.0,0.6,0.59,0.59,0.59,0.55,0.56,0.57,0.62,0.03
124,0.61,0.36,0.62,0.54,0.54,0.57,0.36,0.63,0.52,0.64,0.03
125,0.62,0.24,0.55,0.58,0.5,0.58,0.51,0.58,0.57,0.64,0.0
126,0.54,0.06,0.46,0.53,0.44,0.52,0.24,0.58,0.41,0.67,0.0
127,0.59,0.01,0.52,0.65,0.6,0.6,0.27,0.58,0.43,0.65,0.0
128,0.07,0.01,0.0,0.0,0.45,0.08,0.07,0.0,0.43,0.21,0.0
129,0.63,0.23,0.61,0.59,0.56,0.59,0.32,0.57,0.62,0.63,0.03
130,0.6,0.02,0.59,0.61,0.6,0.59,0.57,0.56,0.55,0.59,0.01
131,0.58,0.01,0.64,0.6,0.59,0.6,0.4,0.56,0.49,0.63,0.04
132,0.6,0.0,0.59,0.58,0.58,0.6,0.51,0.57,0.51,0.65,0.01
133,0.61,0.01,0.66,0.62,0.57,0.63,0.37,0.56,0.53,0.64,0.0
134,0.57,0.42,0.53,0.57,0.53,0.58,0.37,0.62,0.5,0.65,0.0
135,0.6,0.02,0.57,0.59,0.44,0.6,0.37,0.53,0.26,0.68,0.0
136,0.28,0.22,0.0,0.0,0.45,0.34,0.0,0.0,0.0,0.0,0.0
137,0.59,0.0,0.55,0.64,0.59,0.53,0.56,0.62,0.46,0.58,0.0
138,0.62,0.2,0.58,0.63,0.58,0.56,0.6,0.61,0.54,0.67,0.03
139,0.59,0.01,0.61,0.66,0.56,0.6,0.52,0.58,0.56,0.68,0.01
140,0.62,0.0,0.62,0.65,0.57,0.65,0.07,0.5,0.38,0.63,0.0
141,0.62,0.0,0.55,0.62,0.62,0.59,0.1,0.41,0.27,0.62,0.0
142,0.61,0.04,0.6,0.56,0.57,0.63,0.58,0.63,0.53,0.7,0.0
143,0.47,0.0,0.59,0.6,0.55,0.59,0.62,0.6,0.53,0.67,0.0
144,0.53,0.06,0.63,0.59,0.54,0.57,0.59,0.61,0.49,0.63,0.0
145,0.57,0.05,0.59,0.6,0.57,0.6,0.6,0.57,0.55,0.65,0.0
146,0.57,0.03,0.6,0.58,0.62,0.55,0.57,0.64,0.48,0.59,0.0
147,0.58,0.0,0.63,0.6,0.55,0.64,0.21,0.39,0.22,0.59,0.01
148,0.63,0.0,0.67,0.62,0.56,0.65,0.16,0.41,0.21,0.62,0.01
149,0.62,0.05,0.59,0.6,0.59,0.57,0.6,0.62,0.57,0.58,0.0
150,0.58,0.0,0.56,0.63,0.54,0.63,0.37,0.49,0.2,0.7,0.0
151,0.6,0.0,0.55,0.64,0.56,0.65,0.3,0.53,0.15,0.64,0.0
152,0.65,0.0,0.55,0.6,0.53,0.63,0.15,0.36,0.31,0.6,0.0
153,0.63,0.0,0.62,0.59,0.54,0.61,0.13,0.55,0.29,0.64,0.0
154,0.62,0.01,0.57,0.54,0.54,0.64,0.19,0.54,0.3,0.64,0.0
155,0.59,0.02,0.59,0.6,0.54,0.62,0.52,0.58,0.6,0.68,0.01
156,0.6,0.06,0.66,0.58,0.56,0.59,0.45,0.65,0.52,0.65,0.0
157,0.65,0.02,0.6,0.6,0.51,0.56,0.68,0.63,0.56,0.6,0.02
158,0.56,0.02,0.56,0.62,0.54,0.59,0.35,0.56,0.64,0.6,0.01
159,0.59,0.05,0.45,0.5,0.44,0.52,0.56,0.64,0.43,0.66,0.0
160,0.56,0.17,0.45,0.47,0.44,0.51,0.6,0.68,0.43,0.68,0.0
161,0.56,0.0,0.64,0.6,0.5,0.58,0.38,0.66,0.32,0.64,0.0
162,0.59,0.0,0.54,0.64,0.59,0.6,0.08,0.3,0.27,0.68,0.0
163,0.62,0.01,0.61,0.53,0.57,0.58,0.31,0.62,0.63,0.59,0.01
164,0.57,0.0,0.56,0.61,0.5,0.61,0.15,0.44,0.3,0.66,0.0
165,0.57,0.07,0.62,0.59,0.56,0.59,0.67,0.57,0.53,0.63,0.0
166,0.61,0.01,0.63,0.63,0.56,0.6,0.5,0.58,0.5,0.67,0.0
167,0.5,0.0,0.56,0.63,0.56,0.62,0.1,0.53,0.36,0.66,0.0
168,0.62,0.0,0.63,0.63,0.54,0.61,0.31,0.6,0.63,0.6,0.02
169,0.6,0.01,0.58,0.62,0.55,0.57,0.35,0.58,0.52,0.61,0.0
170,0.57,0.04,0.46,0.44,0.44,0.51,0.17,0.68,0.42,0.71,0.0
171,0.51,0.01,0.53,0.62,0.6,0.65,0.07,0.1,0.37,0.68,0.0
172,0.61,0.16,0.64,0.67,0.61,0.59,0.6,0.56,0.57,0.64,0.03
173,0.57,0.0,0.63,0.62,0.55,0.61,0.57,0.57,0.62,0.64,0.01
